order_id,user_id,item_id,user_segment,cart_value,cart_size,hour_bucket,weekend_flag,item_price,item_margin,popularity_score,category_match_flag,accepted
2306,1823,161,budget,532.19,1,late,0,476.08,0.26,0.365,0,0
2307,1642,12,budget,485.1,1,lunch,0,255.67,0.31,0.405,0,0
2307,1642,24,budget,485.1,1,lunch,0,131.16,0.53,0.869,1,0
2307,1642,218,budget,485.1,1,lunch,0,172.28,0.58,0.403,1,0
2308,79,76,budget,398.77,2,dinner,1,360.02,0.28,0.546,0,0
2308,79,166,budget,398.77,2,dinner,1,320.13,0.22,0.35,0,0
2308,79,98,budget,398.77,2,dinner,1,366.41,0.22,0.447,0,0
2309,888,256,budget,353.14,2,dinner,0,234.58,0.24,0.995,0,0
2309,888,194,budget,353.14,2,dinner,0,432.25,0.27,0.295,0,0
2309,888,191,budget,353.14,2,dinner,0,324.74,0.24,0.049,0,0
2310,1399,86,budget,501.8,1,late,0,321.81,0.3,0.728,0,0
2310,1399,14,budget,501.8,1,late,0,65.84,0.64,0.787,1,0
2310,1399,135,budget,501.8,1,late,0,191.27,0.54,0.917,1,0
2311,1782,154,mid,373.47,2,late,0,103.19,0.36,0.843,0,0
2311,1782,244,mid,373.47,2,late,0,348.19,0.24,0.569,0,0
2311,1782,231,mid,373.47,2,late,0,205.49,0.49,0.571,1,1
2312,1977,2,budget,674.77,2,lunch,0,235.95,0.33,0.779,0,0
2312,1977,47,budget,674.77,2,lunch,0,155.78,0.66,0.365,1,0
2312,1977,260,budget,674.77,2,lunch,0,98.95,0.58,0.682,1,1
2313,2577,165,budget,348.71,2,dinner,0,126.7,0.5,0.103,1,0
2313,2577,246,budget,348.71,2,dinner,0,374.86,0.31,0.344,0,0
2313,2577,141,budget,348.71,2,dinner,0,496.86,0.27,0.228,0,0
2314,1506,171,budget,373.03,2,dinner,0,198.29,0.44,0.693,0,0
2314,1506,54,budget,373.03,2,dinner,0,405.87,0.21,0.819,0,0
2314,1506,37,budget,373.03,2,dinner,0,295.37,0.46,0.91,1,0
2315,2995,138,premium,494.49,1,lunch,1,148.66,0.58,0.48,1,1
2315,2995,108,premium,494.49,1,lunch,1,239.2,0.46,0.317,1,0
2315,2995,213,premium,494.49,1,lunch,1,442.77,0.32,0.195,0,0
2316,519,153,premium,462.57,2,dinner,0,171.24,0.58,0.319,1,0
2316,519,294,premium,462.57,2,dinner,0,268.04,0.55,0.387,1,0
2316,519,253,premium,462.57,2,dinner,0,338.77,0.29,0.339,0,0
2317,885,171,mid,574.43,2,lunch,1,198.29,0.44,0.693,0,0
2317,885,154,mid,574.43,2,lunch,1,103.19,0.36,0.843,0,0
2317,885,10,mid,574.43,2,lunch,1,84.31,0.68,0.858,1,1
2318,2252,39,budget,636.51,3,lunch,1,211.37,0.29,0.131,0,0
2318,2252,283,budget,636.51,3,lunch,1,163.24,0.54,0.745,1,0
2318,2252,52,budget,636.51,3,lunch,1,257.4,0.4,0.527,1,0
2319,2619,39,mid,418.03,2,lunch,0,211.37,0.29,0.131,0,0
2319,2619,101,mid,418.03,2,lunch,0,248.88,0.41,0.163,0,0
2319,2619,257,mid,418.03,2,lunch,0,225.36,0.35,0.588,0,0
2320,981,278,budget,442.39,1,lunch,0,134.53,0.55,0.918,1,0
2320,981,137,budget,442.39,1,lunch,0,184.6,0.41,0.394,0,0
2320,981,198,budget,442.39,1,lunch,0,113.3,0.38,0.576,0,0
2321,308,295,budget,472.35,2,lunch,0,245.01,0.28,0.158,0,0
2321,308,78,budget,472.35,2,lunch,0,161.27,0.43,0.198,0,0
2321,308,269,budget,472.35,2,lunch,0,113.32,0.52,0.619,1,0
2322,1090,129,budget,389.3,1,lunch,0,169.45,0.64,0.423,1,0
2322,1090,31,budget,389.3,1,lunch,0,131.75,0.53,0.868,1,1
2322,1090,272,budget,389.3,1,lunch,0,86.65,0.4,0.888,0,0
2323,1440,103,premium,314.31,3,dinner,1,151.85,0.65,0.903,1,0
2323,1440,232,premium,314.31,3,dinner,1,328.44,0.26,0.713,0,0
2323,1440,245,premium,314.31,3,dinner,1,63.28,0.64,0.96,1,0
2324,198,144,budget,605.08,2,dinner,1,283.69,0.24,0.739,0,0
2324,198,248,budget,605.08,2,dinner,1,127.14,0.38,0.364,0,0
2324,198,156,budget,605.08,2,dinner,1,387.32,0.3,0.488,0,0
2325,1656,55,budget,352.42,1,lunch,1,222.11,0.34,0.494,0,0
2325,1656,36,budget,352.42,1,lunch,1,135.55,0.63,0.211,1,1
2325,1656,97,budget,352.42,1,lunch,1,159.88,0.41,0.119,0,0
2326,340,133,mid,611.13,2,dinner,1,449.68,0.29,0.466,0,1
2326,340,216,mid,611.13,2,dinner,1,287.59,0.29,0.717,0,0
2326,340,57,mid,611.13,2,dinner,1,117.81,0.68,0.188,1,1
2327,2014,96,mid,609.59,3,late,0,81.64,0.68,0.169,1,0
2327,2014,281,mid,609.59,3,late,0,145.81,0.36,0.403,0,0
2327,2014,102,mid,609.59,3,late,0,278.91,0.41,0.419,1,0
2328,303,218,budget,575.02,1,lunch,1,172.28,0.58,0.403,1,0
2328,303,14,budget,575.02,1,lunch,1,65.84,0.64,0.787,1,0
2328,303,103,budget,575.02,1,lunch,1,151.85,0.65,0.903,1,0
2329,195,164,mid,663.33,3,lunch,0,134.02,0.4,0.748,0,0
2329,195,253,mid,663.33,3,lunch,0,338.77,0.29,0.339,0,0
2329,195,203,mid,663.33,3,lunch,0,238.86,0.33,0.747,0,0
2330,727,153,budget,452.91,3,dinner,1,171.24,0.58,0.319,1,0
2330,727,151,budget,452.91,3,dinner,1,268.31,0.29,0.012,0,0
2330,727,205,budget,452.91,3,dinner,1,405.76,0.3,0.553,0,0
2331,2728,12,mid,378.89,3,lunch,0,255.67,0.31,0.405,0,0
2331,2728,109,mid,378.89,3,lunch,0,200.81,0.5,0.712,0,0
2331,2728,42,mid,378.89,3,lunch,0,349.5,0.32,0.816,0,0
2332,575,61,budget,280.1,3,dinner,0,482.84,0.24,0.923,0,0
2332,575,284,budget,280.1,3,dinner,0,149.3,0.61,0.609,1,0
2332,575,286,budget,280.1,3,dinner,0,146.06,0.65,0.905,1,0
2333,2841,75,budget,464.01,2,dinner,0,84.63,0.64,0.741,1,1
2333,2841,132,budget,464.01,2,dinner,0,141.65,0.49,0.566,0,0
2333,2841,104,budget,464.01,2,dinner,0,448.16,0.3,0.894,0,0
2334,2533,7,budget,501.34,2,lunch,1,143.09,0.45,0.476,0,0
2334,2533,61,budget,501.34,2,lunch,1,482.84,0.24,0.923,0,0
2334,2533,266,budget,501.34,2,lunch,1,387.74,0.27,0.143,0,0
2335,1540,298,budget,547.42,3,late,0,124.2,0.43,0.988,1,0
2335,1540,35,budget,547.42,3,late,0,214.26,0.48,0.309,1,0
2335,1540,183,budget,547.42,3,late,0,270.45,0.21,0.589,0,0
2336,2695,88,budget,263.09,1,late,1,245.46,0.4,0.694,0,0
2336,2695,133,budget,263.09,1,late,1,449.68,0.29,0.466,0,0
2336,2695,168,budget,263.09,1,late,1,69.19,0.63,0.912,1,1
2337,2322,263,budget,336.81,1,lunch,1,172.06,0.51,0.5,1,0
2337,2322,254,budget,336.81,1,lunch,1,416.58,0.32,0.15,0,0
2337,2322,122,budget,336.81,1,lunch,1,438.67,0.31,0.134,0,0
2338,523,140,budget,627.02,3,dinner,0,244.51,0.41,0.963,1,1
2338,523,154,budget,627.02,3,dinner,0,103.19,0.36,0.843,0,0
2338,523,33,budget,627.02,3,dinner,0,480.94,0.34,0.969,0,0
2339,549,297,budget,329.9,1,dinner,0,169.36,0.44,0.758,0,0
2339,549,152,budget,329.9,1,dinner,0,76.54,0.63,0.979,1,0
2339,549,86,budget,329.9,1,dinner,0,321.81,0.3,0.728,0,0
2340,2710,270,mid,623.88,1,dinner,0,171.38,0.55,0.424,1,1
2340,2710,60,mid,623.88,1,dinner,0,335.76,0.28,0.033,0,0
2340,2710,10,mid,623.88,1,dinner,0,84.31,0.68,0.858,1,0
2341,1179,279,budget,440.12,3,dinner,1,223.29,0.44,0.668,1,0
2341,1179,259,budget,440.12,3,dinner,1,297.73,0.21,0.651,0,0
2341,1179,60,budget,440.12,3,dinner,1,335.76,0.28,0.033,0,0
2342,2232,9,budget,680.98,2,dinner,1,297.59,0.44,0.49,1,0
2342,2232,182,budget,680.98,2,dinner,1,265.76,0.46,0.026,1,1
2342,2232,147,budget,680.98,2,dinner,1,283.1,0.25,0.639,0,0
2343,706,59,budget,513.96,1,lunch,0,304.39,0.23,0.652,0,0
2343,706,143,budget,513.96,1,lunch,0,68.12,0.7,0.699,1,0
2343,706,276,budget,513.96,1,lunch,0,476.31,0.21,0.173,0,0
2344,2594,140,mid,443.27,1,dinner,0,244.51,0.41,0.963,1,1
2344,2594,124,mid,443.27,1,dinner,0,229.28,0.24,0.407,0,0
2344,2594,165,mid,443.27,1,dinner,0,126.7,0.5,0.103,1,1
2345,735,58,budget,460.06,2,lunch,1,248.04,0.2,0.423,0,0
2345,735,276,budget,460.06,2,lunch,1,476.31,0.21,0.173,0,0
2345,735,201,budget,460.06,2,lunch,1,336.73,0.21,0.013,0,0
2346,146,72,budget,243.51,2,dinner,0,183.25,0.37,0.502,0,0
2346,146,260,budget,243.51,2,dinner,0,98.95,0.58,0.682,1,0
2346,146,45,budget,243.51,2,dinner,0,246.29,0.47,0.418,1,0
2347,2255,167,budget,503.55,3,late,1,158.86,0.51,0.935,1,0
2347,2255,166,budget,503.55,3,late,1,320.13,0.22,0.35,0,0
2347,2255,214,budget,503.55,3,late,1,211.2,0.32,0.837,0,0
2348,616,71,premium,393.28,1,lunch,0,189.91,0.48,0.769,1,1
2348,616,154,premium,393.28,1,lunch,0,103.19,0.36,0.843,0,0
2348,616,92,premium,393.28,1,lunch,0,459.69,0.22,0.013,0,0
2349,1066,39,budget,351.02,1,dinner,0,211.37,0.29,0.131,0,0
2349,1066,296,budget,351.02,1,dinner,0,245.18,0.44,0.729,1,0
2349,1066,291,budget,351.02,1,dinner,0,198.38,0.37,0.441,0,0
2350,1543,241,mid,383.24,3,lunch,1,297.45,0.32,0.341,0,0
2350,1543,281,mid,383.24,3,lunch,1,145.81,0.36,0.403,0,0
2350,1543,186,mid,383.24,3,lunch,1,115.82,0.52,0.057,1,0
2351,1826,28,mid,287.77,2,lunch,0,431.57,0.28,0.61,0,0
2351,1826,79,mid,287.77,2,lunch,0,138.11,0.54,0.051,1,0
2351,1826,104,mid,287.77,2,lunch,0,448.16,0.3,0.894,0,0
2352,84,294,budget,486.02,1,dinner,0,268.04,0.55,0.387,1,1
2352,84,91,budget,486.02,1,dinner,0,166.84,0.59,0.744,1,0
2352,84,89,budget,486.02,1,dinner,0,415.09,0.29,0.143,0,0
2353,268,139,mid,412.74,1,lunch,1,190.2,0.41,0.894,0,0
2353,268,43,mid,412.74,1,lunch,1,190.82,0.42,0.508,1,1
2353,268,162,mid,412.74,1,lunch,1,207.81,0.43,0.117,1,0
2354,1728,70,budget,364.9,2,dinner,0,277.03,0.45,0.133,1,0
2354,1728,86,budget,364.9,2,dinner,0,321.81,0.3,0.728,0,0
2354,1728,36,budget,364.9,2,dinner,0,135.55,0.63,0.211,1,0
2355,138,61,mid,332.65,1,dinner,0,482.84,0.24,0.923,0,0
2355,138,283,mid,332.65,1,dinner,0,163.24,0.54,0.745,1,0
2355,138,217,mid,332.65,1,dinner,0,158.11,0.61,0.032,1,0
2356,564,129,budget,542.68,2,lunch,0,169.45,0.64,0.423,1,0
2356,564,138,budget,542.68,2,lunch,0,148.66,0.58,0.48,1,0
2356,564,47,budget,542.68,2,lunch,0,155.78,0.66,0.365,1,0
2357,684,256,budget,589.34,1,late,0,234.58,0.24,0.995,0,0
2357,684,253,budget,589.34,1,late,0,338.77,0.29,0.339,0,0
2357,684,235,budget,589.34,1,late,0,451.07,0.3,0.267,0,0
2358,172,289,budget,446.44,1,dinner,1,136.97,0.41,0.99,0,0
2358,172,70,budget,446.44,1,dinner,1,277.03,0.45,0.133,1,0
2358,172,64,budget,446.44,1,dinner,1,279.7,0.34,0.458,0,0
2359,2752,6,budget,557.61,2,dinner,0,188.91,0.41,0.299,0,0
2359,2752,187,budget,557.61,2,dinner,0,287.02,0.35,0.816,0,0
2359,2752,281,budget,557.61,2,dinner,0,145.81,0.36,0.403,0,0
2360,2813,11,budget,547.57,1,dinner,0,462.7,0.22,0.792,0,0
2360,2813,140,budget,547.57,1,dinner,0,244.51,0.41,0.963,1,1
2360,2813,117,budget,547.57,1,dinner,0,127.15,0.53,0.281,1,0
2361,1455,160,budget,425.86,1,dinner,0,389.57,0.28,0.319,0,0
2361,1455,62,budget,425.86,1,dinner,0,235.5,0.32,0.364,0,0
2361,1455,294,budget,425.86,1,dinner,0,268.04,0.55,0.387,1,0
2362,2353,155,budget,598.7,2,dinner,0,417.73,0.23,0.782,0,0
2362,2353,250,budget,598.7,2,dinner,0,428.19,0.23,0.17,0,0
2362,2353,84,budget,598.7,2,dinner,0,110.81,0.49,0.104,0,0
2363,1108,233,budget,351.2,2,dinner,0,104.86,0.48,0.426,0,0
2363,1108,181,budget,351.2,2,dinner,0,124.84,0.64,0.358,1,0
2363,1108,27,budget,351.2,2,dinner,0,322.95,0.27,0.873,0,0
2364,130,28,premium,561.04,2,dinner,0,431.57,0.28,0.61,0,0
2364,130,140,premium,561.04,2,dinner,0,244.51,0.41,0.963,1,1
2364,130,182,premium,561.04,2,dinner,0,265.76,0.46,0.026,1,0
2365,1114,135,budget,548.67,3,dinner,1,191.27,0.54,0.917,1,1
2365,1114,139,budget,548.67,3,dinner,1,190.2,0.41,0.894,0,0
2365,1114,30,budget,548.67,3,dinner,1,177.34,0.6,0.552,1,0
2366,2339,95,mid,563.8,2,lunch,0,133.73,0.51,0.932,1,0
2366,2339,243,mid,563.8,2,lunch,0,384.39,0.33,0.696,0,0
2366,2339,196,mid,563.8,2,lunch,0,280.16,0.23,0.515,0,0
2367,2594,57,mid,485.25,1,dinner,0,117.81,0.68,0.188,1,1
2367,2594,91,mid,485.25,1,dinner,0,166.84,0.59,0.744,1,0
2367,2594,206,mid,485.25,1,dinner,0,92.4,0.57,0.872,1,1
2368,2730,125,mid,449.57,1,dinner,0,248.76,0.49,0.006,0,0
2368,2730,66,mid,449.57,1,dinner,0,395.59,0.34,0.833,0,0
2368,2730,100,mid,449.57,1,dinner,0,76.43,0.69,0.956,1,0
2369,1423,191,budget,285.35,1,lunch,0,324.74,0.24,0.049,0,0
2369,1423,258,budget,285.35,1,lunch,0,254.69,0.35,0.506,0,0
2369,1423,100,budget,285.35,1,lunch,0,76.43,0.69,0.956,1,1
2370,1134,256,budget,546.27,3,dinner,0,234.58,0.24,0.995,0,0
2370,1134,266,budget,546.27,3,dinner,0,387.74,0.27,0.143,0,0
2370,1134,171,budget,546.27,3,dinner,0,198.29,0.44,0.693,0,0
2371,2630,105,budget,354.67,1,dinner,0,370.71,0.21,0.514,0,0
2371,2630,82,budget,354.67,1,dinner,0,150.86,0.55,0.469,1,0
2371,2630,278,budget,354.67,1,dinner,0,134.53,0.55,0.918,1,0
2372,2530,139,budget,461.55,2,dinner,0,190.2,0.41,0.894,0,0
2372,2530,48,budget,461.55,2,dinner,0,180.93,0.36,0.715,0,0
2372,2530,182,budget,461.55,2,dinner,0,265.76,0.46,0.026,1,0
2373,2412,54,budget,278.45,1,dinner,0,405.87,0.21,0.819,0,0
2373,2412,277,budget,278.45,1,dinner,0,295.86,0.22,0.81,0,0
2373,2412,46,budget,278.45,1,dinner,0,221.59,0.53,0.666,1,0
2374,2331,44,budget,491.07,1,lunch,0,264.68,0.47,0.519,1,0
2374,2331,113,budget,491.07,1,lunch,0,176.15,0.64,0.315,1,0
2374,2331,17,budget,491.07,1,lunch,0,203.6,0.28,0.574,0,0
2375,2321,253,budget,640.04,2,dinner,1,338.77,0.29,0.339,0,0
2375,2321,223,budget,640.04,2,dinner,1,285.58,0.28,0.852,0,0
2375,2321,156,budget,640.04,2,dinner,1,387.32,0.3,0.488,0,0
2376,1950,254,budget,379.56,1,lunch,0,416.58,0.32,0.15,0,0
2376,1950,90,budget,379.56,1,lunch,0,151.91,0.59,0.63,1,0
2376,1950,117,budget,379.56,1,lunch,0,127.15,0.53,0.281,1,0
2377,1622,122,mid,544.48,3,lunch,0,438.67,0.31,0.134,0,0
2377,1622,141,mid,544.48,3,lunch,0,496.86,0.27,0.228,0,0
2377,1622,86,mid,544.48,3,lunch,0,321.81,0.3,0.728,0,0
2378,1018,192,mid,495.07,3,lunch,0,186.85,0.54,0.705,1,0
2378,1018,79,mid,495.07,3,lunch,0,138.11,0.54,0.051,1,1
2378,1018,173,mid,495.07,3,lunch,0,369.86,0.24,0.989,0,0
2379,672,233,mid,507.7,3,lunch,0,104.86,0.48,0.426,0,0
2379,672,55,mid,507.7,3,lunch,0,222.11,0.34,0.494,0,0
2379,672,31,mid,507.7,3,lunch,0,131.75,0.53,0.868,1,1
2380,124,235,budget,322.29,2,dinner,1,451.07,0.3,0.267,0,0
2380,124,71,budget,322.29,2,dinner,1,189.91,0.48,0.769,1,1
2380,124,270,budget,322.29,2,dinner,1,171.38,0.55,0.424,1,0
2381,1074,240,budget,645.91,1,dinner,1,96.82,0.45,0.253,0,0
2381,1074,245,budget,645.91,1,dinner,1,63.28,0.64,0.96,1,1
2381,1074,253,budget,645.91,1,dinner,1,338.77,0.29,0.339,0,0
2382,136,286,budget,373.82,2,lunch,0,146.06,0.65,0.905,1,0
2382,136,188,budget,373.82,2,lunch,0,272.66,0.48,0.13,1,0
2382,136,135,budget,373.82,2,lunch,0,191.27,0.54,0.917,1,0
2383,747,190,budget,345.13,2,late,0,136.78,0.44,0.902,1,1
2383,747,80,budget,345.13,2,late,0,275.25,0.43,0.921,1,0
2383,747,278,budget,345.13,2,late,0,134.53,0.55,0.918,1,0
2384,19,293,budget,451.59,2,lunch,0,263.06,0.33,0.418,0,0
2384,19,219,budget,451.59,2,lunch,0,284.0,0.52,0.305,1,1
2384,19,267,budget,451.59,2,lunch,0,274.11,0.24,0.957,0,0
2385,1281,174,budget,386.07,1,lunch,1,163.97,0.5,0.68,1,0
2385,1281,77,budget,386.07,1,lunch,1,262.8,0.52,0.668,1,0
2385,1281,263,budget,386.07,1,lunch,1,172.06,0.51,0.5,1,0
2386,1901,6,mid,320.11,2,dinner,0,188.91,0.41,0.299,0,0
2386,1901,99,mid,320.11,2,dinner,0,87.12,0.63,0.457,1,0
2386,1901,131,mid,320.11,2,dinner,0,259.01,0.31,0.641,0,0
2387,2386,226,budget,448.02,2,lunch,0,172.56,0.55,0.035,1,0
2387,2386,287,budget,448.02,2,lunch,0,341.68,0.2,0.975,0,0
2387,2386,32,budget,448.02,2,lunch,0,160.3,0.65,0.265,1,0
2388,14,69,budget,347.57,3,late,0,110.22,0.51,0.434,1,1
2388,14,171,budget,347.57,3,late,0,198.29,0.44,0.693,0,0
2388,14,29,budget,347.57,3,late,0,222.72,0.53,0.017,1,0
2389,1155,59,mid,328.32,1,dinner,1,304.39,0.23,0.652,0,0
2389,1155,186,mid,328.32,1,dinner,1,115.82,0.52,0.057,1,0
2389,1155,137,mid,328.32,1,dinner,1,184.6,0.41,0.394,0,0
2390,2407,13,budget,433.68,2,lunch,1,87.13,0.45,0.307,0,0
2390,2407,53,budget,433.68,2,lunch,1,421.52,0.32,0.607,0,0
2390,2407,188,budget,433.68,2,lunch,1,272.66,0.48,0.13,1,0
2391,1870,285,budget,396.06,1,dinner,1,446.82,0.34,0.107,0,0
2391,1870,27,budget,396.06,1,dinner,1,322.95,0.27,0.873,0,0
2391,1870,264,budget,396.06,1,dinner,1,205.59,0.46,0.428,0,0
2392,2680,99,mid,456.97,1,lunch,0,87.12,0.63,0.457,1,0
2392,2680,224,mid,456.97,1,lunch,0,210.22,0.5,0.073,1,1
2392,2680,78,mid,456.97,1,lunch,0,161.27,0.43,0.198,0,0
2393,1229,141,budget,276.27,1,dinner,0,496.86,0.27,0.228,0,0
2393,1229,213,budget,276.27,1,dinner,0,442.77,0.32,0.195,0,0
2393,1229,108,budget,276.27,1,dinner,0,239.2,0.46,0.317,1,1
2394,137,131,budget,421.14,1,dinner,0,259.01,0.31,0.641,0,0
2394,137,128,budget,421.14,1,dinner,0,437.9,0.35,0.892,0,0
2394,137,3,budget,421.14,1,dinner,0,294.58,0.28,0.246,0,0
2395,1713,224,budget,550.55,1,lunch,1,210.22,0.5,0.073,1,0
2395,1713,46,budget,550.55,1,lunch,1,221.59,0.53,0.666,1,0
2395,1713,153,budget,550.55,1,lunch,1,171.24,0.58,0.319,1,0
2396,1143,140,budget,432.69,3,lunch,0,244.51,0.41,0.963,1,0
2396,1143,293,budget,432.69,3,lunch,0,263.06,0.33,0.418,0,0
2396,1143,108,budget,432.69,3,lunch,0,239.2,0.46,0.317,1,0
2397,1485,27,budget,748.96,2,dinner,1,322.95,0.27,0.873,0,0
2397,1485,289,budget,748.96,2,dinner,1,136.97,0.41,0.99,0,0
2397,1485,204,budget,748.96,2,dinner,1,489.98,0.29,0.801,0,0
2398,671,222,budget,344.82,1,lunch,0,184.49,0.43,0.784,0,0
2398,671,205,budget,344.82,1,lunch,0,405.76,0.3,0.553,0,0
2398,671,218,budget,344.82,1,lunch,0,172.28,0.58,0.403,1,0
2399,656,219,budget,387.94,1,lunch,0,284.0,0.52,0.305,1,0
2399,656,147,budget,387.94,1,lunch,0,283.1,0.25,0.639,0,0
2399,656,25,budget,387.94,1,lunch,0,301.22,0.3,0.925,0,0
2400,1545,290,budget,347.45,2,dinner,0,496.19,0.32,0.993,0,0
2400,1545,279,budget,347.45,2,dinner,0,223.29,0.44,0.668,1,0
2400,1545,99,budget,347.45,2,dinner,0,87.12,0.63,0.457,1,0
2401,2644,141,budget,250.77,1,late,0,496.86,0.27,0.228,0,0
2401,2644,222,budget,250.77,1,late,0,184.49,0.43,0.784,0,0
2401,2644,194,budget,250.77,1,late,0,432.25,0.27,0.295,0,0
2402,1505,88,mid,553.51,1,dinner,1,245.46,0.4,0.694,0,0
2402,1505,284,mid,553.51,1,dinner,1,149.3,0.61,0.609,1,0
2402,1505,178,mid,553.51,1,dinner,1,224.74,0.31,0.547,0,0
2403,1695,272,budget,323.83,1,dinner,0,86.65,0.4,0.888,0,0
2403,1695,160,budget,323.83,1,dinner,0,389.57,0.28,0.319,0,0
2403,1695,206,budget,323.83,1,dinner,0,92.4,0.57,0.872,1,0
2404,1441,198,mid,491.78,2,lunch,1,113.3,0.38,0.576,0,0
2404,1441,96,mid,491.78,2,lunch,1,81.64,0.68,0.169,1,0
2404,1441,173,mid,491.78,2,lunch,1,369.86,0.24,0.989,0,0
2405,2453,275,budget,581.07,1,late,0,93.81,0.54,0.136,1,0
2405,2453,19,budget,581.07,1,late,0,129.47,0.48,0.307,1,0
2405,2453,152,budget,581.07,1,late,0,76.54,0.63,0.979,1,0
2406,2029,109,budget,543.17,2,lunch,0,200.81,0.5,0.712,0,0
2406,2029,16,budget,543.17,2,lunch,0,94.08,0.52,0.922,1,0
2406,2029,180,budget,543.17,2,lunch,0,202.15,0.23,0.33,0,0
2407,1992,261,budget,411.88,1,dinner,1,267.01,0.2,0.503,0,0
2407,1992,82,budget,411.88,1,dinner,1,150.86,0.55,0.469,1,0
2407,1992,226,budget,411.88,1,dinner,1,172.56,0.55,0.035,1,0
2408,966,164,mid,489.54,1,lunch,1,134.02,0.4,0.748,0,0
2408,966,115,mid,489.54,1,lunch,1,374.58,0.32,0.169,0,0
2408,966,226,mid,489.54,1,lunch,1,172.56,0.55,0.035,1,0
2409,2928,191,budget,584.98,2,dinner,1,324.74,0.24,0.049,0,0
2409,2928,190,budget,584.98,2,dinner,1,136.78,0.44,0.902,1,1
2409,2928,230,budget,584.98,2,dinner,1,190.78,0.43,0.759,1,0
2410,1740,142,budget,409.1,2,dinner,0,248.11,0.28,0.349,0,0
2410,1740,118,budget,409.1,2,dinner,0,61.27,0.63,0.424,1,0
2410,1740,96,budget,409.1,2,dinner,0,81.64,0.68,0.169,1,0
2411,1441,19,mid,346.53,1,dinner,0,129.47,0.48,0.307,1,0
2411,1441,216,mid,346.53,1,dinner,0,287.59,0.29,0.717,0,0
2411,1441,217,mid,346.53,1,dinner,0,158.11,0.61,0.032,1,1
2412,1352,27,budget,514.35,1,dinner,0,322.95,0.27,0.873,0,0
2412,1352,223,budget,514.35,1,dinner,0,285.58,0.28,0.852,0,0
2412,1352,261,budget,514.35,1,dinner,0,267.01,0.2,0.503,0,0
2413,2975,182,mid,564.28,3,dinner,0,265.76,0.46,0.026,1,0
2413,2975,285,mid,564.28,3,dinner,0,446.82,0.34,0.107,0,0
2413,2975,41,mid,564.28,3,dinner,0,155.36,0.42,0.363,0,0
2414,298,108,mid,555.77,1,dinner,1,239.2,0.46,0.317,1,0
2414,298,18,mid,555.77,1,dinner,1,146.01,0.39,0.399,0,0
2414,298,67,mid,555.77,1,dinner,1,163.4,0.43,0.952,1,1
2415,2392,289,budget,379.47,1,dinner,0,136.97,0.41,0.99,0,0
2415,2392,238,budget,379.47,1,dinner,0,229.01,0.23,0.898,0,0
2415,2392,33,budget,379.47,1,dinner,0,480.94,0.34,0.969,0,0
2416,165,268,budget,464.9,2,lunch,0,154.76,0.52,0.836,1,0
2416,165,213,budget,464.9,2,lunch,0,442.77,0.32,0.195,0,0
2416,165,230,budget,464.9,2,lunch,0,190.78,0.43,0.759,1,0
2417,691,24,mid,494.58,1,dinner,1,131.16,0.53,0.869,1,1
2417,691,162,mid,494.58,1,dinner,1,207.81,0.43,0.117,1,0
2417,691,283,mid,494.58,1,dinner,1,163.24,0.54,0.745,1,1
2418,2845,60,budget,489.23,1,lunch,0,335.76,0.28,0.033,0,0
2418,2845,188,budget,489.23,1,lunch,0,272.66,0.48,0.13,1,1
2418,2845,266,budget,489.23,1,lunch,0,387.74,0.27,0.143,0,0
2419,1167,265,budget,579.07,2,lunch,1,212.32,0.21,0.325,0,0
2419,1167,239,budget,579.07,2,lunch,1,97.35,0.38,0.562,0,0
2419,1167,208,budget,579.07,2,lunch,1,161.11,0.66,0.731,1,0
2420,534,52,budget,492.65,2,lunch,1,257.4,0.4,0.527,1,0
2420,534,93,budget,492.65,2,lunch,1,271.92,0.22,0.692,0,0
2420,534,56,budget,492.65,2,lunch,1,483.99,0.34,0.684,0,0
2421,2433,154,budget,550.62,1,dinner,0,103.19,0.36,0.843,0,0
2421,2433,81,budget,550.62,1,dinner,0,90.8,0.63,0.958,1,0
2421,2433,126,budget,550.62,1,dinner,0,363.59,0.26,0.525,0,0
2422,1452,101,budget,349.31,1,dinner,0,248.88,0.41,0.163,0,0
2422,1452,263,budget,349.31,1,dinner,0,172.06,0.51,0.5,1,1
2422,1452,296,budget,349.31,1,dinner,0,245.18,0.44,0.729,1,0
2423,2929,275,budget,497.49,2,dinner,1,93.81,0.54,0.136,1,0
2423,2929,199,budget,497.49,2,dinner,1,65.95,0.6,0.252,1,0
2423,2929,78,budget,497.49,2,dinner,1,161.27,0.43,0.198,0,0
2424,2217,184,mid,514.19,2,late,0,223.54,0.46,0.379,0,0
2424,2217,91,mid,514.19,2,late,0,166.84,0.59,0.744,1,0
2424,2217,40,mid,514.19,2,late,0,229.41,0.22,0.062,0,0
2425,1931,172,budget,369.58,1,dinner,1,178.64,0.54,0.949,1,0
2425,1931,8,budget,369.58,1,dinner,1,243.22,0.43,0.984,1,1
2425,1931,93,budget,369.58,1,dinner,1,271.92,0.22,0.692,0,0
2426,2434,158,budget,363.34,1,late,0,466.67,0.25,0.013,0,0
2426,2434,40,budget,363.34,1,late,0,229.41,0.22,0.062,0,0
2426,2434,230,budget,363.34,1,late,0,190.78,0.43,0.759,1,0
2427,2602,154,premium,576.32,2,dinner,1,103.19,0.36,0.843,0,0
