order_id,user_id,item_id,user_segment,cart_value,cart_size,hour_bucket,weekend_flag,item_price,item_margin,popularity_score,category_match_flag,accepted,predicted_prob
292,637,125,1,368.06,1,1,0,248.76,0.49,0.006,0,0,0.020227518
293,1132,224,1,400.68,1,1,1,210.22,0.5,0.073,1,0,0.23874076
293,1132,220,1,400.68,1,1,1,163.73,0.5,0.201,1,0,0.20618075
293,1132,50,1,400.68,1,1,1,163.49,0.54,0.391,1,0,0.21886648
294,2871,165,1,576.9,1,0,1,126.7,0.5,0.103,1,0,0.17883793
294,2871,61,1,576.9,1,0,1,482.84,0.24,0.923,0,0,0.02009732
294,2871,21,1,576.9,1,0,1,228.71,0.25,0.251,0,0,0.12267931
295,2441,234,0,397.25,1,2,0,337.04,0.32,0.313,0,0,0.00022220713
295,2441,4,0,397.25,1,2,0,121.68,0.46,0.018,0,0,0.056294136
295,2441,135,0,397.25,1,2,0,191.27,0.54,0.917,1,0,0.08886887
296,1620,231,0,448.3,1,2,0,205.49,0.49,0.571,1,0,0.14922151
296,1620,4,0,448.3,1,2,0,121.68,0.46,0.018,0,1,0.13048609
296,1620,183,0,448.3,1,2,0,270.45,0.21,0.589,0,0,0.00038093203
297,1895,161,1,364.89,3,0,1,476.08,0.26,0.365,0,0,0.041297544
297,1895,25,1,364.89,3,0,1,301.22,0.3,0.925,0,0,0.15276088
297,1895,151,1,364.89,3,0,1,268.31,0.29,0.012,0,1,0.7305849
298,2400,181,1,485.87,2,0,0,124.84,0.64,0.358,1,0,0.3344995
298,2400,106,1,485.87,2,0,0,137.06,0.69,0.207,1,1,0.46297368
298,2400,53,1,485.87,2,0,0,421.52,0.32,0.607,0,0,0.014200287
299,193,36,1,341.82,2,2,1,135.55,0.63,0.211,1,1,0.642306
299,193,288,1,341.82,2,2,1,224.33,0.32,0.325,0,1,0.134776
299,193,204,1,341.82,2,2,1,489.98,0.29,0.801,0,0,0.02739251
300,1615,234,1,600.28,1,0,0,337.04,0.32,0.313,0,0,0.089916505
300,1615,4,1,600.28,1,0,0,121.68,0.46,0.018,0,0,0.22630408
300,1615,208,1,600.28,1,0,0,161.11,0.66,0.731,1,0,0.3329287
301,2523,92,1,416.8,2,1,1,459.69,0.22,0.013,0,0,0.017070062
301,2523,209,1,416.8,2,1,1,146.19,0.57,0.625,1,1,0.5221881
301,2523,214,1,416.8,2,1,1,211.2,0.32,0.837,0,0,0.1984258
302,829,21,0,419.11,2,0,1,228.71,0.25,0.251,0,0,0.00017966566
302,829,213,0,419.11,2,0,1,442.77,0.32,0.195,0,0,3.6083973e-05
302,829,268,0,419.11,2,0,1,154.76,0.52,0.836,1,0,0.10189502
303,1625,33,0,289.18,1,1,0,480.94,0.34,0.969,0,0,1.8183444e-05
303,1625,160,0,289.18,1,1,0,389.57,0.28,0.319,0,0,8.72319e-05
303,1625,253,0,289.18,1,1,0,338.77,0.29,0.339,0,0,6.315068e-05
304,909,223,1,273.4,2,1,0,285.58,0.28,0.852,0,0,0.022140553
304,909,60,1,273.4,2,1,0,335.76,0.28,0.033,0,0,0.09600009
304,909,42,1,273.4,2,1,0,349.5,0.32,0.816,0,0,0.02762505
305,2235,233,2,301.23,3,2,0,104.86,0.48,0.426,0,1,0.35234514
305,2235,84,2,301.23,3,2,0,110.81,0.49,0.104,0,0,0.14614013
305,2235,256,2,301.23,3,2,0,234.58,0.24,0.995,0,0,0.17716889
306,35,223,0,424.56,1,0,0,285.58,0.28,0.852,0,0,4.5043478e-05
306,35,256,0,424.56,1,0,0,234.58,0.24,0.995,0,0,0.00014537506
306,35,31,0,424.56,1,0,0,131.75,0.53,0.868,1,0,0.1754403
307,2553,141,1,531.96,1,0,0,496.86,0.27,0.228,0,0,0.046012666
307,2553,82,1,531.96,1,0,0,150.86,0.55,0.469,1,0,0.31873038
307,2553,87,1,531.96,1,0,0,265.32,0.46,0.472,1,1,0.4472185
308,359,263,0,303.63,3,1,0,172.06,0.51,0.5,1,0,0.24633679
308,359,233,0,303.63,3,1,0,104.86,0.48,0.426,0,0,0.107870586
308,359,281,0,303.63,3,1,0,145.81,0.36,0.403,0,0,0.0044827163
309,2253,222,2,446.38,2,0,0,184.49,0.43,0.784,0,0,0.073786385
309,2253,218,2,446.38,2,0,0,172.28,0.58,0.403,1,0,0.2839992
309,2253,289,2,446.38,2,0,0,136.97,0.41,0.99,0,0,0.07139715
310,793,83,2,552.23,1,2,0,200.82,0.47,0.635,0,0,0.036432777
310,793,151,2,552.23,1,2,0,268.31,0.29,0.012,0,0,0.01587806
310,793,70,2,552.23,1,2,0,277.03,0.45,0.133,1,0,0.36168432
311,1903,289,0,449.85,3,0,0,136.97,0.41,0.99,0,0,0.0115502095
311,1903,26,0,449.85,3,0,0,330.12,0.27,0.551,0,0,9.992641e-05
311,1903,179,0,449.85,3,0,0,163.1,0.36,0.387,0,0,0.008803679
312,165,37,0,388.49,2,0,0,295.37,0.46,0.91,1,0,0.4413452
312,165,260,0,388.49,2,0,0,98.95,0.58,0.682,1,0,0.14653885
312,165,228,0,388.49,2,0,0,252.88,0.46,0.071,1,1,0.5506144
313,2708,191,0,378.51,2,0,0,324.74,0.24,0.049,0,0,0.00017137501
313,2708,177,0,378.51,2,0,0,129.85,0.52,0.614,1,0,0.14826576
313,2708,48,0,378.51,2,0,0,180.93,0.36,0.715,0,0,0.00041754675
314,266,185,0,605.75,2,2,1,164.04,0.52,0.356,1,0,0.07536687
314,266,234,0,605.75,2,2,1,337.04,0.32,0.313,0,0,0.000110924986
314,266,173,0,605.75,2,2,1,369.86,0.24,0.989,0,0,0.00010522759
315,785,218,0,646.52,1,0,0,172.28,0.58,0.403,1,1,0.1083134
315,785,159,0,646.52,1,0,0,282.45,0.52,0.717,1,1,0.57167906
315,785,37,0,646.52,1,0,0,295.37,0.46,0.91,1,0,0.2247519
316,2743,119,2,528.14,1,2,0,126.21,0.7,0.073,1,0,0.12613158
316,2743,120,2,528.14,1,2,0,435.5,0.33,0.563,0,0,0.020152709
316,2743,68,2,528.14,1,2,0,249.71,0.36,0.441,0,0,0.025048934
317,2331,145,0,468.97,2,2,0,375.83,0.32,0.746,0,0,0.0005151029
317,2331,299,0,468.97,2,2,0,308.79,0.22,0.121,0,0,0.00014828658
317,2331,144,0,468.97,2,2,0,283.69,0.24,0.739,0,0,9.5494295e-05
318,2853,150,0,264.31,1,2,0,242.57,0.35,0.022,0,0,0.00020180861
318,2853,270,0,264.31,1,2,0,171.38,0.55,0.424,1,0,0.23986457
318,2853,86,0,264.31,1,2,0,321.81,0.3,0.728,0,0,0.0001235798
319,2187,184,1,563.58,2,0,1,223.54,0.46,0.379,0,0,0.14493467
319,2187,226,1,563.58,2,0,1,172.56,0.55,0.035,1,0,0.21181335
319,2187,217,1,563.58,2,0,1,158.11,0.61,0.032,1,1,0.5040269
320,900,51,0,381.75,1,0,1,407.06,0.31,0.043,0,0,0.00014127712
320,900,67,0,381.75,1,0,1,163.4,0.43,0.952,1,0,0.101553395
320,900,93,0,381.75,1,0,1,271.92,0.22,0.692,0,0,0.00033053663
321,1578,130,0,347.66,3,0,0,278.25,0.32,0.272,0,0,0.00013023011
321,1578,184,0,347.66,3,0,0,223.54,0.46,0.379,0,0,0.0008226717
321,1578,45,0,347.66,3,0,0,246.29,0.47,0.418,1,0,0.13150737
322,83,95,1,366.38,3,0,0,133.73,0.51,0.932,1,1,0.5801244
322,83,280,1,366.38,3,0,0,346.27,0.26,0.719,0,0,0.050105035
322,83,259,1,366.38,3,0,0,297.73,0.21,0.651,0,0,0.029601365
323,1503,151,0,519.11,2,0,0,268.31,0.29,0.012,0,0,0.00021670392
323,1503,53,0,519.11,2,0,0,421.52,0.32,0.607,0,0,7.68184e-05
323,1503,180,0,519.11,2,0,0,202.15,0.23,0.33,0,0,0.00018428081
324,1068,93,1,465.32,3,1,1,271.92,0.22,0.692,0,1,0.27079
324,1068,104,1,465.32,3,1,1,448.16,0.3,0.894,0,0,0.05246267
324,1068,290,1,465.32,3,1,1,496.19,0.32,0.993,0,0,0.030699268
325,2164,296,1,525.26,1,1,0,245.18,0.44,0.729,1,0,0.30857807
325,2164,1,1,525.26,1,1,0,135.33,0.36,0.833,0,0,0.058585387
325,2164,8,1,525.26,1,1,0,243.22,0.43,0.984,1,1,0.3860526
326,1278,149,0,501.23,1,2,0,222.98,0.31,0.394,0,0,0.00049887935
326,1278,202,0,501.23,1,2,0,133.23,0.64,0.66,1,1,0.21031131
326,1278,271,0,501.23,1,2,0,286.32,0.35,0.042,0,0,0.00046703077
327,557,283,0,475.47,1,1,1,163.24,0.54,0.745,1,1,0.36769497
327,557,256,0,475.47,1,1,1,234.58,0.24,0.995,0,0,5.648145e-05
327,557,281,0,475.47,1,1,1,145.81,0.36,0.403,0,0,0.00640811
328,62,3,0,344.27,3,0,1,294.58,0.28,0.246,0,0,0.00011311254
328,62,209,0,344.27,3,0,1,146.19,0.57,0.625,1,0,0.086514905
328,62,166,0,344.27,3,0,1,320.13,0.22,0.35,0,0,0.00014788387
329,1444,129,0,577.26,2,2,0,169.45,0.64,0.423,1,0,0.05954715
329,1444,127,0,577.26,2,2,0,115.65,0.52,0.458,1,0,0.38263157
329,1444,29,0,577.26,2,2,0,222.72,0.53,0.017,1,0,0.21808623
330,1483,97,1,393.87,2,2,0,159.88,0.41,0.119,0,0,0.018612545
330,1483,264,1,393.87,2,2,0,205.59,0.46,0.428,0,0,0.06742432
330,1483,223,1,393.87,2,2,0,285.58,0.28,0.852,0,0,0.039001476
331,2889,110,0,267.65,1,0,0,142.61,0.55,0.035,1,0,0.16715927
331,2889,220,0,267.65,1,0,0,163.73,0.5,0.201,1,1,0.4709581
331,2889,31,0,267.65,1,0,0,131.75,0.53,0.868,1,0,0.16926815
332,495,5,0,637.32,1,0,0,385.36,0.32,0.334,0,0,0.0009808326
332,495,24,0,637.32,1,0,0,131.16,0.53,0.869,1,1,0.24382205
332,495,276,0,637.32,1,0,0,476.31,0.21,0.173,0,0,0.0009989828
333,1791,282,1,298.64,1,2,1,221.95,0.38,0.159,0,1,0.3909086
333,1791,78,1,298.64,1,2,1,161.27,0.43,0.198,0,1,0.27187768
333,1791,68,1,298.64,1,2,1,249.71,0.36,0.441,0,0,0.0879833
334,473,207,0,537.28,3,0,1,336.56,0.27,0.428,0,0,0.00014937791
334,473,223,0,537.28,3,0,1,285.58,0.28,0.852,0,0,0.00010803699
334,473,180,0,537.28,3,0,1,202.15,0.23,0.33,0,0,3.245803e-05
335,1442,241,0,549.87,1,0,0,297.45,0.32,0.341,0,0,0.00025830817
335,1442,144,0,549.87,1,0,0,283.69,0.24,0.739,0,0,0.00027366087
335,1442,146,0,549.87,1,0,0,268.11,0.28,0.644,0,0,0.00018477804
336,2848,105,1,572.67,1,2,0,370.71,0.21,0.514,0,0,0.037526786
336,2848,215,1,572.67,1,2,0,212.61,0.35,0.807,0,0,0.18353781
336,2848,273,1,572.67,1,2,0,276.89,0.35,0.38,0,0,0.19918343
337,172,126,0,513.6,1,2,0,363.59,0.26,0.525,0,0,0.0011823678
337,172,241,0,513.6,1,2,0,297.45,0.32,0.341,0,0,0.0002736246
337,172,82,0,513.6,1,2,0,150.86,0.55,0.469,1,0,0.14687988
338,929,149,0,410.03,1,2,0,222.98,0.31,0.394,0,0,0.0002392186
338,929,99,0,410.03,1,2,0,87.12,0.63,0.457,1,1,0.3432901
338,929,66,0,410.03,1,2,0,395.59,0.34,0.833,0,0,5.2745247e-05
339,1737,237,2,450.96,2,2,0,397.07,0.31,0.454,0,0,0.074323356
339,1737,169,2,450.96,2,2,0,177.49,0.62,0.725,1,0,0.22510983
339,1737,110,2,450.96,2,2,0,142.61,0.55,0.035,1,0,0.22256145
340,1628,197,1,291.64,1,2,0,421.45,0.31,0.072,0,0,0.2897996
340,1628,73,1,291.64,1,2,0,149.92,0.44,1.0,0,0,0.09450359
340,1628,134,1,291.64,1,2,0,78.66,0.51,0.738,1,0,0.42530006
341,389,176,1,679.17,1,0,1,234.93,0.53,0.63,1,1,0.6116294
341,389,112,1,679.17,1,0,1,206.29,0.42,0.43,0,0,0.038448673
341,389,252,1,679.17,1,0,1,101.68,0.6,0.752,1,0,0.20716889
342,1871,98,1,484.33,1,0,0,366.41,0.22,0.447,0,0,0.26548168
342,1871,50,1,484.33,1,0,0,163.49,0.54,0.391,1,1,0.27952033
342,1871,282,1,484.33,1,0,0,221.95,0.38,0.159,0,1,0.266269
343,2413,76,1,541.09,1,0,0,360.02,0.28,0.546,0,0,0.06900776
343,2413,230,1,541.09,1,0,0,190.78,0.43,0.759,1,1,0.5592584
343,2413,142,1,541.09,1,0,0,248.11,0.28,0.349,0,0,0.093157396
344,2213,83,0,438.45,1,0,1,200.82,0.47,0.635,0,0,0.00094640406
344,2213,263,0,438.45,1,0,1,172.06,0.51,0.5,1,0,0.18620805
344,2213,282,0,438.45,1,0,1,221.95,0.38,0.159,0,0,0.0010315557
345,2976,85,0,519.52,2,1,0,96.5,0.63,0.488,1,0,0.58212423
345,2976,103,0,519.52,2,1,0,151.85,0.65,0.903,1,0,0.20590056
345,2976,151,0,519.52,2,1,0,268.31,0.29,0.012,0,0,0.00012560132
346,1714,128,1,475.08,2,0,0,437.9,0.35,0.892,0,0,0.049809806
346,1714,76,1,475.08,2,0,0,360.02,0.28,0.546,0,0,0.09902734
346,1714,284,1,475.08,2,0,0,149.3,0.61,0.609,1,1,0.3876171
347,1746,161,0,422.98,1,0,0,476.08,0.26,0.365,0,0,5.5527726e-05
347,1746,30,0,422.98,1,0,0,177.34,0.6,0.552,1,0,0.17124274
347,1746,254,0,422.98,1,0,0,416.58,0.32,0.15,0,0,4.5468838e-05
348,1897,271,0,521.57,3,0,0,286.32,0.35,0.042,0,0,0.00031843854
348,1897,104,0,521.57,3,0,0,448.16,0.3,0.894,0,0,9.0892056e-05
348,1897,273,0,521.57,3,0,0,276.89,0.35,0.38,0,0,0.00041812414
349,2056,210,1,279.61,1,0,1,111.4,0.59,0.978,1,0,0.3509535
349,2056,44,1,279.61,1,0,1,264.68,0.47,0.519,1,0,0.31021768
349,2056,241,1,279.61,1,0,1,297.45,0.32,0.341,0,0,0.15642641
350,977,57,1,350.73,2,0,0,117.81,0.68,0.188,1,0,0.19510765
350,977,282,1,350.73,2,0,0,221.95,0.38,0.159,0,0,0.075779326
350,977,13,1,350.73,2,0,0,87.13,0.45,0.307,0,0,0.059971005
351,1039,161,0,455.06,1,1,0,476.08,0.26,0.365,0,0,0.00013812377
351,1039,110,0,455.06,1,1,0,142.61,0.55,0.035,1,0,0.11342036
351,1039,86,0,455.06,1,1,0,321.81,0.3,0.728,0,0,0.00010793783
352,1807,34,0,234.26,1,1,0,129.61,0.59,0.775,1,0,0.5337135
352,1807,251,0,234.26,1,1,0,156.9,0.37,0.803,0,0,0.00518689
352,1807,117,0,234.26,1,1,0,127.15,0.53,0.281,1,0,0.15973684
353,2119,208,0,480.56,3,2,0,161.11,0.66,0.731,1,0,0.109207645
353,2119,90,0,480.56,3,2,0,151.91,0.59,0.63,1,0,0.098473914
353,2119,1,0,480.56,3,2,0,135.33,0.36,0.833,0,0,0.0020435902
354,1999,216,0,366.5,2,0,0,287.59,0.29,0.717,0,0,0.00010380194
354,1999,242,0,366.5,2,0,0,337.56,0.23,0.811,0,0,0.00017105324
354,1999,49,0,366.5,2,0,0,155.31,0.47,0.862,1,0,0.24680217
355,183,264,0,422.92,1,0,1,205.59,0.46,0.428,0,0,0.0006914321
355,183,70,0,422.92,1,0,1,277.03,0.45,0.133,1,0,0.23223807
355,183,274,0,422.92,1,0,1,165.31,0.59,0.274,1,0,0.08512102
356,2768,210,0,244.75,2,0,0,111.4,0.59,0.978,1,1,0.6845283
356,2768,78,0,244.75,2,0,0,161.27,0.43,0.198,0,0,0.0049403077
356,2768,186,0,244.75,2,0,0,115.82,0.52,0.057,1,0,0.19943982
357,80,110,2,553.84,1,0,1,142.61,0.55,0.035,1,0,0.2695516
357,80,148,2,553.84,1,0,1,339.83,0.25,0.766,0,0,0.020502597
357,80,102,2,553.84,1,0,1,278.91,0.41,0.419,1,1,0.8792791
358,1768,217,0,371.4,1,2,0,158.11,0.61,0.032,1,0,0.16770548
358,1768,48,0,371.4,1,2,0,180.93,0.36,0.715,0,0,0.0010132191
358,1768,298,0,371.4,1,2,0,124.2,0.43,0.988,1,0,0.38009292
359,2651,106,1,419.09,1,1,0,137.06,0.69,0.207,1,0,0.38040876
359,2651,70,1,419.09,1,1,0,277.03,0.45,0.133,1,0,0.23919557
359,2651,86,1,419.09,1,1,0,321.81,0.3,0.728,0,0,0.020193597
360,586,218,0,521.48,2,0,0,172.28,0.58,0.403,1,0,0.08216398
360,586,82,0,521.48,2,0,0,150.86,0.55,0.469,1,0,0.22863571
360,586,216,0,521.48,2,0,0,287.59,0.29,0.717,0,0,0.00025834193
361,2076,253,0,360.14,2,0,0,338.77,0.29,0.339,0,0,4.734897e-05
361,2076,220,0,360.14,2,0,0,163.73,0.5,0.201,1,0,0.25780153
361,2076,280,0,360.14,2,0,0,346.27,0.26,0.719,0,0,4.146015e-05
362,781,136,0,456.17,3,2,0,322.13,0.3,0.356,0,0,7.605518e-05
362,781,2,0,456.17,3,2,0,235.95,0.33,0.779,0,0,0.0003031693
362,781,283,0,456.17,3,2,0,163.24,0.54,0.745,1,0,0.22176029
363,1529,255,0,462.14,2,2,0,139.46,0.53,0.904,1,0,0.12273027
363,1529,29,0,462.14,2,2,0,222.72,0.53,0.017,1,0,0.12197995
363,1529,126,0,462.14,2,2,0,363.59,0.26,0.525,0,0,0.00013539937
364,1600,133,0,563.68,3,0,0,449.68,0.29,0.466,0,0,8.221624e-05
364,1600,295,0,563.68,3,0,0,245.01,0.28,0.158,0,0,0.000110678484
364,1600,282,0,563.68,3,0,0,221.95,0.38,0.159,0,0,0.00016959225
365,184,259,0,310.71,3,1,0,297.73,0.21,0.651,0,0,2.565001e-05
365,184,152,0,310.71,3,1,0,76.54,0.63,0.979,1,0,0.2787884
365,184,97,0,310.71,3,1,0,159.88,0.41,0.119,0,0,0.0075042928
366,2615,210,0,501.45,1,0,1,111.4,0.59,0.978,1,0,0.14528392
366,2615,97,0,501.45,1,0,1,159.88,0.41,0.119,0,0,0.026113432
366,2615,7,0,501.45,1,0,1,143.09,0.45,0.476,0,0,0.031102257
367,1236,153,0,409.84,1,2,1,171.24,0.58,0.319,1,0,0.18610445
367,1236,126,0,409.84,1,2,1,363.59,0.26,0.525,0,0,3.6054218e-05
367,1236,267,0,409.84,1,2,1,274.11,0.24,0.957,0,0,6.167783e-05
368,961,212,0,298.18,2,0,0,111.51,0.68,0.288,1,0,0.6319781
368,961,234,0,298.18,2,0,0,337.04,0.32,0.313,0,0,0.00010452035
368,961,220,0,298.18,2,0,0,163.73,0.5,0.201,1,0,0.2185463
369,2915,178,1,373.05,2,0,0,224.74,0.31,0.547,0,0,0.09763247
369,2915,203,1,373.05,2,0,0,238.86,0.33,0.747,0,0,0.1594512
369,2915,186,1,373.05,2,0,0,115.82,0.52,0.057,1,0,0.30525926
370,107,84,0,386.51,2,0,0,110.81,0.49,0.104,0,0,0.02049634
370,107,214,0,386.51,2,0,0,211.2,0.32,0.837,0,0,0.000100441524
370,107,145,0,386.51,2,0,0,375.83,0.32,0.746,0,0,0.0002793185
371,1387,97,0,514.0,1,0,0,159.88,0.41,0.119,0,0,0.018468233
371,1387,59,0,514.0,1,0,0,304.39,0.23,0.652,0,0,0.0005180632
371,1387,87,0,514.0,1,0,0,265.32,0.46,0.472,1,1,0.4816849
372,585,245,0,360.0,1,0,0,63.28,0.64,0.96,1,0,0.2916221
372,585,248,0,360.0,1,0,0,127.14,0.38,0.364,0,0,0.03446917
372,585,127,0,360.0,1,0,0,115.65,0.52,0.458,1,0,0.27775905
373,1840,33,0,352.21,3,1,0,480.94,0.34,0.969,0,0,1.2125491e-05
373,1840,180,0,352.21,3,1,0,202.15,0.23,0.33,0,0,0.00014213908
373,1840,200,0,352.21,3,1,0,115.09,0.43,0.111,0,0,0.021095315
374,844,274,1,368.53,3,1,0,165.31,0.59,0.274,1,0,0.34366414
374,844,67,1,368.53,3,1,0,163.4,0.43,0.952,1,0,0.44211262
374,844,182,1,368.53,3,1,0,265.76,0.46,0.026,1,1,0.381698
375,1496,205,0,352.33,1,0,0,405.76,0.3,0.553,0,0,4.2405114e-05
375,1496,229,0,352.33,1,0,0,216.79,0.53,0.271,1,0,0.24872905
375,1496,202,0,352.33,1,0,0,133.23,0.64,0.66,1,0,0.32022572
376,2139,81,2,431.83,2,2,1,90.8,0.63,0.958,1,1,0.5721845
376,2139,58,2,431.83,2,2,1,248.04,0.2,0.423,0,0,0.06132346
376,2139,151,2,431.83,2,2,1,268.31,0.29,0.012,0,0,0.015982533
377,233,187,0,302.53,2,1,0,287.02,0.35,0.816,0,0,0.00011363177
377,233,273,0,302.53,2,1,0,276.89,0.35,0.38,0,0,0.0001283929
377,233,158,0,302.53,2,1,0,466.67,0.25,0.013,0,0,0.00010748507
378,434,121,0,567.44,2,0,0,205.13,0.26,0.228,0,0,0.00013689883
378,434,239,0,567.44,2,0,0,97.35,0.38,0.562,0,0,0.06678663
378,434,6,0,567.44,2,0,0,188.91,0.41,0.299,0,0,0.0006091015
379,93,201,2,525.06,1,2,1,336.73,0.21,0.013,0,0,0.093226135
379,93,43,2,525.06,1,2,1,190.82,0.42,0.508,1,0,0.12403849
379,93,277,2,525.06,1,2,1,295.86,0.22,0.81,0,0,0.026303858
380,1411,217,0,337.97,1,2,0,158.11,0.61,0.032,1,0,0.12695937
380,1411,224,0,337.97,1,2,0,210.22,0.5,0.073,1,0,0.12651967
380,1411,3,0,337.97,1,2,0,294.58,0.28,0.246,0,0,8.279783e-05
381,390,153,1,542.02,3,1,0,171.24,0.58,0.319,1,0,0.29790518
381,390,156,1,542.02,3,1,0,387.32,0.3,0.488,0,0,0.058108583
381,390,244,1,542.02,3,1,0,348.19,0.24,0.569,0,0,0.018678358
382,2918,134,2,368.05,3,0,1,78.66,0.51,0.738,1,0,0.11531151
382,2918,214,2,368.05,3,0,1,211.2,0.32,0.837,0,0,0.12538451
382,2918,22,2,368.05,3,0,1,198.76,0.37,0.108,0,0,0.14247096
383,1680,158,0,402.54,3,0,0,466.67,0.25,0.013,0,0,4.6841607e-05
383,1680,119,0,402.54,3,0,0,126.21,0.7,0.073,1,0,0.17288038
383,1680,250,0,402.54,3,0,0,428.19,0.23,0.17,0,0,4.7691472e-05
384,1588,163,2,511.5,2,0,0,138.34,0.55,0.437,1,1,0.438439
384,1588,250,2,511.5,2,0,0,428.19,0.23,0.17,0,0,0.05449049
384,1588,20,2,511.5,2,0,0,171.92,0.68,0.19,1,1,0.3578053
385,126,252,0,583.97,2,0,0,101.68,0.6,0.752,1,1,0.38749528
385,126,84,0,583.97,2,0,0,110.81,0.49,0.104,0,0,0.033209022
385,126,218,0,583.97,2,0,0,172.28,0.58,0.403,1,0,0.112440825
386,818,21,1,485.34,1,2,0,228.71,0.25,0.251,0,1,0.1723501
386,818,159,1,485.34,1,2,0,282.45,0.52,0.717,1,0,0.29655057
386,818,96,1,485.34,1,2,0,81.64,0.68,0.169,1,0,0.26878792
387,1569,155,1,518.98,3,0,0,417.73,0.23,0.782,0,0,0.07205969
387,1569,143,1,518.98,3,0,0,68.12,0.7,0.699,1,0,0.21918762
387,1569,77,1,518.98,3,0,0,262.8,0.52,0.668,1,1,0.2697706
388,3,163,0,513.61,1,2,1,138.34,0.55,0.437,1,0,0.15569071
388,3,94,0,513.61,1,2,1,346.24,0.25,0.376,0,0,0.0003845765
388,3,4,0,513.61,1,2,1,121.68,0.46,0.018,0,0,0.20213108
389,1497,157,1,360.96,1,0,1,319.26,0.26,0.926,0,0,0.05570551
389,1497,298,1,360.96,1,0,1,124.2,0.43,0.988,1,0,0.46403235
389,1497,195,1,360.96,1,0,1,156.51,0.45,0.495,1,0,0.3715412
390,1556,86,1,437.54,2,1,0,321.81,0.3,0.728,0,0,0.082452804
390,1556,167,1,437.54,2,1,0,158.86,0.51,0.935,1,1,0.5081954
390,1556,74,1,437.54,2,1,0,147.47,0.57,0.888,1,1,0.4338457
391,1175,242,0,409.67,2,0,0,337.56,0.23,0.811,0,0,0.00019634039
391,1175,280,0,409.67,2,0,0,346.27,0.26,0.719,0,0,0.0001270829
391,1175,38,0,409.67,2,0,0,442.78,0.34,0.141,0,0,6.223936e-05
392,2993,31,1,547.17,2,2,0,131.75,0.53,0.868,1,0,0.17215668
392,2993,36,1,547.17,2,2,0,135.55,0.63,0.211,1,1,0.47223288
392,2993,196,1,547.17,2,2,0,280.16,0.23,0.515,0,0,0.10723077
393,1412,168,2,576.94,3,1,1,69.19,0.63,0.912,1,1,0.8188445
393,1412,182,2,576.94,3,1,1,265.76,0.46,0.026,1,1,0.5818833
393,1412,181,2,576.94,3,1,1,124.84,0.64,0.358,1,0,0.06349611
394,216,7,0,240.24,3,2,0,143.09,0.45,0.476,0,0,0.0009652776
394,216,63,0,240.24,3,2,0,241.29,0.49,0.576,1,0,0.021960657
394,216,34,0,240.24,3,2,0,129.61,0.59,0.775,1,0,0.14483283
395,994,68,2,324.86,1,0,0,249.71,0.36,0.441,0,0,0.103197046
395,994,111,2,324.86,1,0,0,234.1,0.31,0.851,0,0,0.065357454
395,994,0,2,324.86,1,0,0,231.17,0.4,0.369,0,0,0.021050835
396,2792,200,0,526.8,2,2,0,115.09,0.43,0.111,0,0,0.041682225
396,2792,204,0,526.8,2,2,0,489.98,0.29,0.801,0,0,5.8998146e-05
396,2792,168,0,526.8,2,2,0,69.19,0.63,0.912,1,0,0.6148177
397,149,16,0,349.83,1,2,0,94.08,0.52,0.922,1,0,0.21098705
397,149,149,0,349.83,1,2,0,222.98,0.31,0.394,0,0,0.0001348762
397,149,274,0,349.83,1,2,0,165.31,0.59,0.274,1,0,0.042425327
398,1752,130,0,318.93,2,0,0,278.25,0.32,0.272,0,0,0.00017628868
398,1752,93,0,318.93,2,0,0,271.92,0.22,0.692,0,0,6.1495884e-05
398,1752,208,0,318.93,2,0,0,161.11,0.66,0.731,1,0,0.21321245
399,1439,93,1,394.69,2,1,0,271.92,0.22,0.692,0,0,0.19375691
399,1439,122,1,394.69,2,1,0,438.67,0.31,0.134,0,0,0.032714143
399,1439,234,1,394.69,2,1,0,337.04,0.32,0.313,0,1,0.120619535
400,1931,111,0,568.18,1,0,1,234.1,0.31,0.851,0,0,0.00020831227
400,1931,71,0,568.18,1,0,1,189.91,0.48,0.769,1,0,0.33619142
400,1931,127,0,568.18,1,0,1,115.65,0.52,0.458,1,0,0.45903534
401,2104,242,0,491.86,2,0,0,337.56,0.23,0.811,0,0,0.00033335315
401,2104,8,0,491.86,2,0,0,243.22,0.43,0.984,1,1,0.47631222
401,2104,246,0,491.86,2,0,0,374.86,0.31,0.344,0,0,0.00013221547
402,2623,294,0,406.64,3,2,0,268.04,0.55,0.387,1,0,0.3557777
402,2623,85,0,406.64,3,2,0,96.5,0.63,0.488,1,1,0.5251276
402,2623,210,0,406.64,3,2,0,111.4,0.59,0.978,1,0,0.2448031
403,1779,66,1,352.04,2,0,0,395.59,0.34,0.833,0,0,0.03153205
403,1779,169,1,352.04,2,0,0,177.49,0.62,0.725,1,1,0.51334256
403,1779,39,1,352.04,2,0,0,211.37,0.29,0.131,0,0,0.06742648
404,675,272,0,414.77,2,1,0,86.65,0.4,0.888,0,0,0.0055252207
404,675,210,0,414.77,2,1,0,111.4,0.59,0.978,1,0,0.17097795
404,675,140,0,414.77,2,1,0,244.51,0.41,0.963,1,0,0.06915342
405,2732,50,0,405.16,3,0,1,163.49,0.54,0.391,1,0,0.23568825
405,2732,10,0,405.16,3,0,1,84.31,0.68,0.858,1,0,0.362908
