user_id,segment,avg_order_value,order_frequency,veg_preference,city_tier
665,mid,227.47194426937696,6,1,tier1
666,budget,133.9184796650042,5,1,tier1
667,budget,196.7150141322279,2,1,tier2
668,budget,216.1847897641687,3,0,tier1
669,budget,298.1622493693272,3,1,tier1
670,mid,322.16401765466674,5,1,tier1
671,budget,260.4723466148209,3,0,tier1
672,mid,420.6817531775698,4,1,tier1
673,budget,251.91167176081188,3,1,tier2
674,budget,276.50956536714557,2,1,tier1
675,budget,152.07792289326812,2,1,tier2
676,budget,250.50859508613604,2,0,tier2
677,budget,269.89027258752355,2,1,tier2
678,mid,433.50917979271844,6,1,tier1
679,mid,469.110385733507,7,1,tier2
680,mid,382.01331975622014,9,1,tier1
681,budget,331.27336709778234,2,1,tier1
682,mid,366.7998734131905,6,0,tier1
683,mid,197.62270315156314,6,0,tier1
684,budget,183.09204656884384,5,1,tier1
685,mid,393.0241080989481,8,1,tier1
686,premium,691.9591429667788,8,0,tier1
687,budget,221.4312889275044,3,0,tier1
688,budget,279.0716259398807,3,0,tier1
689,budget,239.83819603466137,5,1,tier1
690,budget,255.19694170744495,2,1,tier2
691,mid,353.67579616421966,5,1,tier1
692,budget,209.95096033411457,5,0,tier2
693,mid,520.5137377601263,4,0,tier1
694,budget,276.4940348193322,2,1,tier1
695,budget,270.6117269928356,2,1,tier1
696,budget,269.48001973972833,3,1,tier2
697,budget,188.57007421480955,4,1,tier1
698,budget,159.08797830014262,3,1,tier1
699,mid,234.10030502507703,6,1,tier1
700,budget,209.1299551546325,3,0,tier1
701,mid,351.2345736931214,5,1,tier2
702,mid,344.258254525634,7,1,tier2
703,budget,279.10132835423633,5,0,tier1
704,budget,233.36813408245206,2,1,tier2
705,mid,439.3233696701848,4,1,tier2
706,budget,266.75290145420587,4,1,tier2
707,premium,737.9387148619334,9,1,tier2
708,mid,595.956783916648,8,0,tier2
709,mid,305.89573944613846,8,1,tier1
710,budget,189.9348325116083,3,0,tier2
711,mid,455.35049158840695,7,0,tier2
712,mid,560.9816356560611,8,1,tier1
713,budget,301.1854773053491,2,1,tier1
714,mid,291.67853132012766,6,1,tier1
715,budget,222.34039082825566,5,1,tier1
716,premium,775.0609620197242,14,1,tier2
717,mid,470.81851863911925,6,1,tier1
718,premium,700.1655581209582,14,1,tier2
719,budget,186.16135239344567,3,0,tier1
720,budget,278.14404300871774,3,1,tier1
721,premium,594.4222775797534,7,0,tier2
722,mid,467.72144733818703,9,1,tier2
723,mid,439.9813150796818,5,1,tier1
724,budget,269.316165890578,3,1,tier1
725,budget,239.77643895069392,5,0,tier1
726,budget,296.57856343405325,5,1,tier1
727,budget,263.06333420659496,4,1,tier1
728,mid,471.62843446100794,6,0,tier1
729,mid,349.4737816667735,4,1,tier2
730,budget,224.17851780562142,4,0,tier1
731,mid,384.2826733257522,8,0,tier1
732,budget,217.01988657403837,5,0,tier2
733,budget,214.75657730922546,4,0,tier2
734,mid,395.0588640111897,6,0,tier1
735,budget,273.9720759043032,5,1,tier1
736,budget,292.5534607010307,3,0,tier1
737,budget,325.02856844813346,3,0,tier1
738,budget,241.9631279344068,4,0,tier2
739,budget,301.7923652433809,5,0,tier1
740,budget,260.90377543263617,2,1,tier1
741,budget,251.04736827625717,4,1,tier2
742,premium,701.9859278690936,14,1,tier1
743,mid,371.8355513830451,4,1,tier1
744,budget,328.1444384254099,3,1,tier2
745,mid,378.0805534536557,9,1,tier1
746,budget,188.33655868515615,4,1,tier2
747,budget,283.0361697231874,4,1,tier1
748,budget,219.6062369662091,3,1,tier1
749,budget,223.04386484255107,4,1,tier1
750,budget,223.3843867035105,4,0,tier2
751,budget,309.7569589916718,2,0,tier1
752,budget,270.4303653850884,4,1,tier2
753,mid,375.3753223088893,5,1,tier1
754,mid,388.65587000031303,8,0,tier1
755,premium,557.9337788737,12,0,tier1
756,budget,246.52108955393868,2,1,tier2
757,mid,471.19900497736796,9,1,tier1
758,premium,636.8502572179094,7,0,tier1
759,budget,319.41688891042236,4,1,tier1
760,mid,522.7490826752817,8,0,tier1
761,budget,241.11816473073134,5,1,tier2
762,mid,337.80879393128765,7,1,tier1
763,mid,455.46597522660807,6,0,tier1
764,mid,514.3293614840825,6,1,tier1
765,budget,219.2524780925832,2,1,tier2
766,budget,254.90337697694721,2,0,tier1
767,budget,314.79358909315073,2,1,tier1
768,premium,783.4024834105868,8,0,tier1
769,mid,283.0220208248126,8,1,tier2
770,budget,293.8023396264897,3,1,tier1
771,budget,323.6335337875491,5,1,tier1
772,budget,226.57830758598166,5,0,tier1
773,budget,192.2652628683567,5,1,tier1
774,premium,710.2251339560681,13,1,tier1
775,mid,160.70912232794214,5,0,tier1
776,budget,305.3425091094911,5,1,tier1
777,mid,390.87526621021146,7,1,tier1
778,budget,242.77657923501033,3,0,tier1
779,budget,202.64766710797355,2,1,tier1
780,budget,267.4144665049879,3,0,tier1
781,budget,213.3765771494173,2,1,tier1
782,budget,252.15415040121928,2,1,tier1
783,mid,379.47592155577007,6,1,tier1
784,premium,678.3058763325411,10,0,tier1
785,budget,234.67152764330748,4,1,tier1
786,budget,325.8197027626786,5,1,tier2
787,budget,280.10591601962415,4,0,tier1
788,budget,246.70126895545948,4,0,tier1
789,budget,272.53277776673275,2,1,tier1
790,mid,438.88290315341095,9,1,tier2
791,budget,172.63480055308173,4,0,tier1
792,mid,313.75502800290286,4,1,tier1
793,premium,623.5995885993145,8,0,tier1
794,mid,367.0858714307198,4,0,tier1
795,budget,307.6950367127874,2,1,tier1
796,budget,248.65840781454702,5,0,tier1
797,mid,358.8929106525783,7,1,tier2
798,budget,201.8633717357694,4,1,tier1
799,mid,383.47109762431626,6,0,tier1
800,budget,270.16501951226405,2,1,tier2
801,premium,751.3140737901739,8,0,tier1
802,mid,355.55625764105065,9,0,tier1
803,mid,416.35112252823814,9,0,tier1
804,budget,222.94580851610903,5,1,tier2
805,premium,733.7465861771751,7,1,tier2
806,premium,864.4491632780639,8,0,tier1
807,budget,321.4728901022004,2,1,tier2
808,mid,418.72195634825187,9,1,tier1
809,budget,237.57356909627754,2,1,tier1
810,mid,588.0164640004577,8,1,tier1
811,mid,186.85341431404424,6,1,tier2
812,mid,310.43554191292714,6,0,tier1
813,mid,340.8786503983082,9,0,tier1
814,mid,518.8175392810181,4,1,tier1
815,mid,380.66412388668084,4,0,tier1
816,budget,240.17389402863083,5,1,tier1
817,budget,297.45868532138365,2,1,tier1
818,mid,475.42769373861836,9,0,tier1
819,mid,488.8279183931435,7,0,tier1
820,budget,196.07314637440015,3,1,tier2
821,budget,205.25313232293172,3,0,tier1
822,budget,271.69427400008215,5,0,tier2
823,budget,283.5943287475778,5,1,tier1
824,budget,371.45721610060764,5,1,tier1
825,budget,315.01565960677965,5,0,tier1
826,budget,215.0004103214085,5,1,tier2
827,budget,196.6277827226724,5,0,tier1
828,budget,203.39436267718656,4,0,tier1
829,budget,188.8989564214923,4,1,tier1
830,budget,217.44679990425638,2,1,tier1
831,budget,218.30272950532907,3,0,tier1
832,budget,269.3153940890434,3,0,tier1
833,budget,230.60503956579709,3,1,tier1
834,budget,213.1599147339311,4,1,tier1
835,mid,370.66147615687845,4,0,tier1
836,budget,256.4276961695033,4,0,tier1
837,budget,231.31091974044855,3,0,tier1
838,budget,312.04397860234513,2,1,tier1
839,budget,214.86261116503067,3,1,tier1
840,mid,400.72353665591714,9,0,tier1
841,budget,355.18659589081545,4,1,tier2
842,budget,202.38418096306015,3,1,tier1
843,budget,216.15024307707344,4,0,tier2
844,mid,363.751530561543,5,1,tier2
845,mid,471.577881171771,5,1,tier1
846,budget,213.23482696590239,5,1,tier1
847,mid,457.71834590058745,9,0,tier1
848,budget,303.6443371496447,4,0,tier2
849,budget,266.2718429716905,2,1,tier1
850,budget,196.45737906577807,5,1,tier1
851,mid,552.9135269711778,4,1,tier1
852,mid,529.7754481239543,8,0,tier1
853,mid,556.0913638638235,9,1,tier2
854,budget,294.05615696397626,2,1,tier2
855,mid,456.1500625046336,7,1,tier1
856,budget,238.26703312267188,2,1,tier1
857,budget,257.18940049627645,4,0,tier1
858,premium,724.2746867663546,6,1,tier2
859,mid,380.70378001598834,8,1,tier1
860,budget,281.81828638764654,2,1,tier1
861,budget,233.6339901862572,3,0,tier2
862,mid,506.57512886086283,9,1,tier2
863,budget,261.3295995746405,5,0,tier1
864,budget,320.9265672574018,3,0,tier2
865,budget,125.60956717324603,4,0,tier1
866,budget,310.2978008952271,2,1,tier1
867,mid,491.3482595848777,8,1,tier1
868,mid,442.56049590575543,9,1,tier1
869,mid,428.93288489976135,8,0,tier1
870,budget,302.2625507436539,4,0,tier1
871,budget,267.48847603030293,4,1,tier1
872,budget,259.8065729511954,4,0,tier1
873,budget,204.7965855132,4,0,tier1
874,mid,332.98324544840244,5,0,tier2
875,budget,196.0303771450323,5,1,tier1
876,mid,290.7340675667649,5,1,tier1
877,premium,682.1236828279243,10,0,tier1
878,budget,288.30980045870535,2,1,tier1
879,premium,821.2496591500787,12,1,tier1
880,premium,637.6724353808648,14,0,tier1
881,budget,232.954606132696,5,0,tier1
882,budget,265.40428303795704,3,0,tier1
883,budget,248.48072552450068,5,0,tier1
884,budget,217.52408945480843,2,0,tier1
885,mid,432.84492921815547,8,0,tier2
886,budget,274.1347025808077,5,1,tier1
887,budget,203.62439032372978,2,0,tier1
888,budget,233.52804314539384,5,1,tier1
889,budget,224.29237417396283,3,0,tier1
890,mid,484.96129414364304,7,1,tier1
891,budget,258.3758806265021,5,1,tier2
892,budget,363.57248727113983,3,0,tier1
893,budget,229.78012884080192,2,0,tier2
894,premium,767.149247381256,13,1,tier1
895,budget,209.3234825316882,3,1,tier1
896,budget,216.2532990604724,4,1,tier1
897,budget,229.84620054674846,3,1,tier2
898,budget,235.32972420789775,4,0,tier1
899,budget,177.52901354112907,5,0,tier2
900,budget,272.20991636453357,2,1,tier1
901,budget,305.0661478867881,4,1,tier1
902,budget,305.146386637133,2,1,tier2
903,mid,554.8256269278723,8,1,tier1
904,mid,391.0792938285645,6,0,tier1
905,budget,209.75167595737196,3,0,tier2
906,premium,658.7341366224805,9,1,tier1
907,budget,278.7516517554509,5,1,tier1
908,mid,443.75688763706324,4,1,tier2
909,mid,405.50765850270824,9,1,tier1
910,budget,227.27261406282778,5,1,tier2
911,mid,382.5077378051971,9,0,tier1
912,premium,738.2992348110389,7,1,tier1
913,budget,256.5510381039349,4,0,tier1
914,mid,375.82555304139026,7,1,tier1
915,premium,387.6235494607242,8,1,tier1
916,premium,696.951705910609,10,0,tier1
917,mid,318.37587621908216,5,1,tier1
918,budget,233.82845352254904,4,0,tier2
919,premium,873.6442551905444,10,1,tier2
920,mid,584.5616733562889,6,1,tier1
921,mid,385.69799329736753,5,1,tier1
922,mid,431.3474950397924,7,1,tier1
923,mid,216.8227560165896,5,1,tier1
924,mid,491.09878194188855,9,0,tier1
925,budget,348.51292243170684,3,0,tier2
926,budget,197.97725171930358,2,0,tier1
927,mid,385.2609568443598,6,1,tier1
928,premium,550.5375292598397,10,1,tier1
929,budget,213.5029527048976,3,0,tier2
930,budget,220.2401634528854,4,0,tier1
931,budget,248.24233865340915,4,0,tier1
932,budget,157.0032569086697,3,1,tier1
933,budget,219.73272983113594,2,0,tier1
934,premium,662.2370927561939,7,1,tier1
935,budget,240.089305077892,5,0,tier2
936,budget,231.86217336002218,2,0,tier1
937,mid,355.8751352860792,6,1,tier1
938,mid,435.36632294408065,9,1,tier1
939,budget,311.0565539263247,3,0,tier2
940,budget,350.5912998221313,2,1,tier1
941,budget,181.54317313252676,4,1,tier2
942,mid,379.6601494869813,8,1,tier1
943,mid,403.3094835199112,4,0,tier1
944,budget,283.10586457410136,2,1,tier1
945,mid,245.70159818001235,5,1,tier1
946,mid,368.19898888721104,6,0,tier1
947,mid,374.73740988478636,8,0,tier2
948,budget,230.35989017404066,2,0,tier2
949,mid,290.967086932002,5,1,tier2
950,mid,276.7730005502884,8,1,tier1
951,premium,532.7447960235972,12,0,tier1
952,mid,290.1712438815149,9,0,tier1
953,budget,267.57399501761006,5,1,tier1
954,budget,208.3352520878755,5,1,tier2
955,mid,348.9378427442282,7,1,tier2
956,budget,243.81336599501216,4,1,tier2
957,budget,272.8902804962892,4,0,tier1
958,mid,369.8126338441752,8,1,tier2
959,budget,285.86417905793877,3,1,tier2
960,mid,400.57427735263536,6,1,tier1
961,budget,145.67611708144577,4,0,tier1
962,budget,262.4817237894494,4,1,tier2
963,premium,631.8153556724309,11,1,tier1
964,mid,467.6420879908169,7,1,tier1
965,budget,307.5609820392807,4,1,tier1
966,mid,310.4363097293465,6,1,tier1
967,budget,230.32350720151356,2,1,tier1
968,budget,268.94052647482965,5,1,tier1
969,budget,268.89146106110786,5,1,tier1
970,mid,354.26031664351507,5,0,tier1
971,budget,266.6303755162099,4,1,tier1
972,budget,299.82623169482906,5,1,tier2
973,premium,612.4402451414647,6,0,tier1
974,budget,231.51514720144567,4,1,tier1
975,budget,231.7450888629668,3,0,tier1
976,budget,303.8193769804433,3,1,tier1
977,mid,388.63280999282676,6,1,tier2
978,mid,366.39091507391856,5,1,tier1
979,mid,345.3774113263145,4,1,tier1
980,premium,645.0581936581013,13,1,tier2
981,budget,242.03188839270467,4,1,tier2
982,mid,411.95355788073573,4,0,tier2
983,budget,235.58038998498506,2,0,tier1
984,mid,353.1257861345796,7,1,tier1
985,budget,266.45533893550646,3,0,tier1
986,budget,221.30349960163213,2,1,tier2
987,mid,487.4589686065768,5,1,tier1
988,mid,422.1886769571741,5,1,tier2
989,budget,248.88605104081432,2,1,tier1
990,mid,420.434707565764,4,0,tier1
991,budget,164.17290559067737,4,0,tier2
992,budget,255.779899853186,4,0,tier1
993,budget,194.1797610024984,4,0,tier1
994,premium,773.5154943624639,7,1,tier1
995,mid,463.55503263990886,5,0,tier1
996,budget,230.76022329134673,5,0,tier1
997,budget,264.43160754491896,3,0,tier2
998,budget,279.3082900196392,5,1,tier1
999,budget,229.379309089176,5,1,tier2
1000,premium,623.2923326463841,7,0,tier1
1001,budget,205.45551940289707,4,1,tier2
1002,budget,312.7156766469319,3,1,tier1
1003,budget,239.96025015656878,2,1,tier2
1004,budget,216.0347615317132,4,0,tier1
1005,budget,208.78644113414953,5,0,tier2
1006,budget,251.5983279635064,3,0,tier2
1007,budget,314.6166607084083,4,1,tier1
1008,budget,333.14994684970515,3,1,tier2
1009,budget,260.5273381720574,2,1,tier1
1010,premium,836.7257217802743,9,1,tier1
1011,budget,270.9013089205935,4,0,tier1
1012,mid,528.7024684587499,9,1,tier1
1013,budget,291.4114845092311,3,1,tier1
1014,budget,184.24161287859044,5,0,tier1
1015,budget,230.9950718244839,3,1,tier1
1016,budget,260.74478769191103,3,0,tier1
1017,premium,531.154934374909,7,0,tier1
1018,mid,337.6848287347007,5,1,tier1
1019,mid,374.79226135743124,8,1,tier1
1020,budget,268.45161657251276,5,1,tier1
1021,budget,280.36282548298277,2,0,tier1
1022,budget,333.5791475372199,5,0,tier1
1023,budget,337.98485961671554,2,1,tier1
1024,budget,195.30428848938823,2,1,tier1
1025,budget,293.94411670378224,3,1,tier1
1026,budget,306.1045115161135,2,1,tier1
1027,mid,325.10805685832736,8,1,tier1
1028,budget,231.523457687182,3,1,tier1
1029,mid,396.67132338151515,7,1,tier1
1030,mid,372.7266635126452,9,0,tier2
1031,budget,237.6336133461089,4,0,tier1
1032,budget,311.3575837061396,2,1,tier1
1033,mid,436.34909659989273,9,1,tier1
1034,budget,298.01523981407354,5,1,tier2
1035,premium,755.4980348880225,12,1,tier2
1036,premium,476.7462400090832,11,1,tier1
1037,budget,293.21218073671133,5,1,tier1
1038,budget,308.22917356009737,3,0,tier2
1039,budget,245.6371993408527,4,1,tier1
1040,budget,275.76471608122336,2,0,tier1
1041,budget,208.28590949826878,3,0,tier1
1042,budget,270.52660072046257,4,0,tier1
1043,mid,470.42280631870244,9,1,tier1
1044,budget,219.58867462776203,3,1,tier1
1045,budget,268.15578138722617,3,0,tier1
1046,mid,406.1586513125723,5,0,tier1
1047,budget,256.20363628597465,2,1,tier1
1048,budget,262.1441006575138,3,1,tier1
1049,mid,233.43210374488103,5,1,tier1
1050,budget,272.1761869231207,3,0,tier2
1051,budget,164.8935646730806,2,0,tier2
1052,budget,146.10940900719015,4,0,tier1
1053,mid,374.3761756370686,9,1,tier1
1054,premium,986.8919397721269,12,1,tier1
1055,budget,268.8546046871238,2,1,tier2
1056,budget,285.88967475619063,3,0,tier1
1057,budget,223.22890613333257,3,1,tier1
1058,budget,268.9855262117279,2,1,tier1
1059,budget,337.5305375615468,3,1,tier2
1060,budget,185.8427495776872,5,0,tier1
1061,budget,315.86414038887926,5,1,tier2
1062,budget,158.6669991495388,2,0,tier1
1063,budget,257.0503739849518,4,0,tier1
1064,budget,241.3918442860977,2,1,tier2
1065,mid,331.1279113205198,9,0,tier1
1066,budget,202.25056760566798,4,0,tier1
1067,premium,704.4109871859316,10,1,tier1
1068,mid,409.93252727770425,9,1,tier1
1069,mid,456.782743246695,8,0,tier2
1070,budget,293.79382309993923,5,1,tier2
1071,mid,362.66980899527255,7,1,tier1
1072,budget,227.702814306942,2,1,tier1
1073,budget,255.65702285265115,4,0,tier1
1074,budget,229.63093163090946,5,1,tier1
1075,budget,323.5696774174402,3,1,tier2
1076,budget,292.9792436171778,3,1,tier1
1077,premium,709.576178087048,7,1,tier2
1078,mid,444.69207320110485,7,1,tier1
1079,mid,386.06795122006235,8,1,tier1
1080,mid,389.42645154845025,6,0,tier1
1081,premium,708.6734758461147,7,0,tier1
1082,budget,282.5672506176524,2,1,tier1
1083,premium,541.712336621804,14,0,tier2
1084,budget,195.78949601100936,4,0,tier2
1085,budget,355.83734107398254,3,1,tier1
1086,budget,219.61768273132637,4,1,tier1
1087,budget,243.13445171055602,3,1,tier1
1088,mid,410.891019210503,5,1,tier1
1089,mid,190.34632322551576,6,1,tier2
1090,budget,277.7787804070518,2,1,tier1
1091,budget,142.2204530128446,5,1,tier2
1092,mid,323.93101716266494,8,1,tier2
1093,budget,241.05724392458464,4,0,tier1
1094,mid,331.633905570534,4,1,tier2
1095,budget,168.01454405648553,3,0,tier1
1096,mid,491.3303091463591,5,1,tier1
1097,budget,227.892251488174,3,1,tier2
1098,premium,583.3417122156807,10,1,tier1
1099,budget,299.1159741377722,3,0,tier1
1100,mid,366.669975550763,7,1,tier1
1101,mid,394.95015895110015,9,1,tier1
1102,budget,294.66223141835644,2,1,tier1
1103,premium,669.3471743013749,13,1,tier1
1104,budget,234.40490084455607,2,1,tier1
1105,budget,275.66162134075915,5,1,tier1
1106,mid,316.29116278974357,4,1,tier1
1107,budget,142.53432245409334,5,0,tier2
1108,budget,211.3137410245202,2,1,tier2
1109,budget,326.90327180527345,3,1,tier1
1110,budget,279.4890737767169,2,0,tier1
1111,budget,257.34581383189646,5,1,tier1
1112,mid,393.88882909865333,9,0,tier1
1113,mid,388.1984348305555,5,0,tier2
1114,budget,171.84828467143734,5,0,tier1
1115,budget,191.02701677461098,4,1,tier1
1116,mid,339.2394670874841,4,0,tier1
1117,budget,213.94077215742723,4,1,tier1
1118,premium,829.0412082348278,12,1,tier1
1119,budget,260.53342326015553,4,1,tier1
1120,budget,136.93544866249317,4,1,tier1
1121,budget,204.8904779763917,3,0,tier1
1122,mid,395.2139085176077,7,0,tier1
1123,budget,274.6780102167146,5,1,tier1
1124,budget,171.32751199488905,2,0,tier2
1125,mid,302.3138028729546,5,0,tier2
1126,budget,354.65989661049724,3,1,tier1
1127,budget,174.40582902183934,4,1,tier1
1128,mid,411.6064519607395,5,0,tier1
1129,mid,347.3770088563538,9,1,tier1
1130,budget,310.33040774319574,5,1,tier1
1131,mid,277.82657147282816,7,0,tier1
1132,mid,353.1786559288368,9,1,tier2
1133,mid,300.77165982792224,4,0,tier2
1134,budget,226.12712382764408,2,1,tier2
1135,budget,168.2005582280113,2,0,tier1
1136,mid,350.55227016412897,6,1,tier1
1137,mid,358.1554207969131,6,1,tier2
1138,premium,719.3061259590123,13,1,tier1
1139,budget,203.8703666586236,5,0,tier1
1140,budget,297.0590933209985,5,1,tier2
1141,budget,259.5948867936518,4,0,tier1
1142,budget,250.8727732626328,2,0,tier1
1143,budget,182.79485919087932,4,1,tier2
1144,mid,418.16275830919113,5,1,tier1
1145,budget,233.7965912395515,2,1,tier1
1146,mid,537.4725658118768,5,1,tier1
1147,budget,125.38284360349677,4,0,tier1
1148,budget,259.5746425836587,3,1,tier1
1149,budget,205.32367575233394,4,1,tier1
1150,budget,288.55588757310267,3,0,tier1
1151,budget,315.28133807840044,3,1,tier1
1152,budget,273.1371358352151,4,1,tier1
1153,mid,156.32569351347104,6,1,tier1
1154,mid,532.5713971942159,9,1,tier2
1155,mid,488.4490490358979,9,1,tier1
1156,mid,506.4305348526449,6,1,tier1
1157,mid,505.68493906827734,6,1,tier1
1158,budget,277.0454259280495,5,1,tier2
1159,budget,293.80845835956166,3,1,tier1
1160,budget,212.64803396503626,3,1,tier2
1161,mid,403.4868478711661,5,1,tier1
1162,mid,327.9527717971151,9,1,tier1
1163,budget,193.36075243661276,4,1,tier2
1164,budget,209.86693048831427,3,1,tier1
1165,budget,246.13912782660253,3,1,tier2
1166,budget,182.15322151502124,2,0,tier1
1167,budget,261.15765273738486,5,0,tier2
1168,budget,279.8379323150925,4,1,tier2
1169,mid,238.10768175902663,7,0,tier1
1170,budget,307.48360094393735,5,1,tier1
1171,budget,264.82884692651527,2,0,tier1
1172,budget,287.35364219232764,5,1,tier1
1173,mid,511.88728037008843,5,0,tier1
1174,budget,292.5039666208777,2,0,tier1
1175,budget,270.88403761197003,2,1,tier1
1176,mid,456.5748948040076,5,0,tier2
1177,mid,478.3348348471786,7,1,tier1
1178,premium,709.4683397373476,8,1,tier1
1179,budget,226.93138926266053,5,0,tier1
1180,budget,216.3355440766688,4,1,tier1
1181,budget,217.97056236254534,2,0,tier2
1182,budget,166.73454606611813,2,1,tier1
1183,mid,376.67829512660035,4,1,tier1
1184,budget,200.78001870659085,2,0,tier1
1185,budget,279.23198491345596,3,0,tier1
1186,budget,200.95707817878542,4,0,tier1
1187,budget,251.65573056958664,2,1,tier1
1188,budget,186.38025113973907,5,1,tier1
1189,budget,218.47284521309922,3,0,tier1
1190,budget,238.61853692575986,2,0,tier1
1191,mid,312.98544987698614,6,1,tier1
1192,budget,233.29238092728338,2,1,tier2
1193,budget,278.7434434919192,5,1,tier1
1194,budget,205.72545567060757,5,1,tier1
1195,mid,412.9510548992205,4,1,tier1
1196,mid,364.15729124530316,9,1,tier1
1197,budget,199.76514501728633,3,1,tier1
1198,mid,386.59541284790197,9,0,tier2
1199,budget,259.47029503897807,3,0,tier2
1200,budget,336.54257729349865,5,1,tier1
1201,mid,333.2039705369858,9,1,tier1
1202,budget,258.01582143934985,3,0,tier2
1203,budget,336.4340787907153,3,0,tier1
1204,budget,343.04935200918055,4,1,tier2
1205,budget,256.4841954782638,2,0,tier1
1206,mid,345.3041771796757,8,1,tier1
1207,mid,461.1438464750806,6,0,tier2
1208,budget,261.23934513660794,4,1,tier1
1209,mid,318.6132119048003,8,0,tier1
1210,mid,447.3415058846303,6,1,tier1
1211,budget,293.1685230920169,5,0,tier1
1212,budget,149.24081678211314,2,0,tier1
1213,budget,217.23112419661575,2,0,tier2
1214,mid,426.34473161995965,5,1,tier1
1215,budget,257.01467053401484,2,1,tier2
1216,budget,205.63352705721144,4,0,tier1
1217,budget,288.58980886178307,3,1,tier2
1218,budget,280.0059475398305,2,1,tier1
1219,mid,368.3827998572759,8,1,tier1
1220,premium,457.9193442253106,11,0,tier2
1221,premium,360.1208890019031,13,1,tier2
1222,mid,455.12025152331256,9,1,tier1
1223,mid,358.51587142311246,9,1,tier1
1224,budget,246.34202020092673,3,1,tier1
1225,budget,288.08451684629813,3,1,tier2
1226,premium,664.6249059072965,13,1,tier1
1227,mid,325.0645216151575,6,0,tier2
1228,budget,187.09876523856073,3,1,tier2
1229,budget,286.580055107922,2,1,tier1
1230,budget,323.5517345408552,4,1,tier2
1231,mid,344.04038238658853,7,0,tier2
1232,budget,265.51731374222885,4,0,tier1
1233,mid,351.3807887867155,6,1,tier2
1234,mid,424.91968549507567,5,0,tier2
1235,mid,329.1470190675015,8,1,tier1
1236,budget,310.4974629279356,3,1,tier2
1237,mid,488.18314999433215,9,1,tier2
1238,budget,256.32064147168086,2,0,tier1
1239,premium,558.6866790625872,12,0,tier2
1240,budget,256.1119875924248,3,0,tier1
1241,budget,222.28852284261697,4,1,tier1
1242,budget,213.83274156282673,2,0,tier1
1243,budget,283.1390943010481,2,0,tier1
1244,budget,312.96735640372196,3,1,tier1
1245,mid,454.8998378665554,6,1,tier2
1246,budget,281.3233045888793,5,1,tier1
1247,budget,270.08943728938584,5,0,tier1
1248,premium,713.7452409332025,14,0,tier1
1249,mid,414.4619390980672,7,0,tier2
1250,budget,186.5000701303062,2,1,tier2
1251,budget,283.4420065273109,5,1,tier1
1252,budget,274.84062535679607,4,1,tier1
1253,budget,207.95093005067258,2,1,tier1
1254,premium,421.5621282123492,8,1,tier1
1255,mid,462.6103861053215,9,1,tier2
1256,budget,244.93375418850522,2,1,tier2
1257,mid,232.59734354006753,5,0,tier1
1258,budget,244.26795822468037,3,0,tier1
1259,budget,263.2134135822818,4,0,tier1
1260,budget,212.45502645194574,3,0,tier1
1261,budget,147.80316526737022,3,1,tier2
1262,budget,321.3652682144608,2,1,tier2
1263,premium,649.6678296809739,14,0,tier2
1264,budget,203.0148700873924,4,0,tier1
1265,budget,307.8776595837656,5,0,tier1
1266,premium,692.4822133453814,9,1,tier1
1267,mid,419.29921987253834,7,1,tier1
1268,mid,285.8659283823729,7,0,tier2
1269,mid,410.7530022321821,7,1,tier1
1270,budget,196.32804404462559,2,1,tier1
1271,budget,279.9424003718304,4,1,tier1
1272,budget,255.56632492531554,5,0,tier1
1273,mid,494.75323690592586,8,1,tier1
1274,budget,275.9531111802463,4,0,tier1
1275,budget,201.12626815306322,4,0,tier2
1276,premium,690.0824238368031,9,0,tier1
1277,budget,354.9879199163279,5,0,tier1
1278,budget,346.5555534431269,3,0,tier1
1279,budget,292.9488513021654,4,0,tier2
1280,budget,259.2272651169673,3,0,tier1
1281,budget,299.22776454820865,4,0,tier1
1282,budget,238.89450190337072,5,1,tier1
1283,mid,370.0276825750682,6,1,tier1
1284,premium,706.4248756738601,8,1,tier2
1285,budget,298.58047816256936,3,1,tier1
1286,budget,237.29228236650752,4,1,tier1
1287,budget,201.66335409277752,5,0,tier1
1288,budget,282.22592458226455,5,1,tier1
1289,budget,296.4122845672162,2,0,tier2
1290,mid,506.5660954173419,7,0,tier1
1291,budget,156.94800353339429,3,1,tier1
1292,mid,533.0986265714779,6,1,tier1
1293,mid,424.41945012250824,7,0,tier1
1294,mid,321.88962811839366,5,1,tier1
1295,mid,303.48695728327607,8,1,tier2
1296,mid,555.004344156987,8,1,tier2
1297,budget,117.0761784072894,3,1,tier1
1298,mid,413.6662463538909,5,1,tier2
1299,premium,752.8941918810611,13,0,tier1
1300,mid,439.1141791711223,6,1,tier1
1301,budget,227.18484837386902,3,1,tier2
1302,budget,247.4238535737677,5,1,tier2
1303,mid,440.2472294898997,9,1,tier2
1304,budget,261.09262584015227,3,0,tier2
1305,budget,229.41392094222041,4,1,tier1
1306,budget,176.39814634866042,5,1,tier2
1307,mid,290.0932140081072,9,1,tier1
1308,budget,257.2453984665452,2,0,tier1
1309,mid,422.4770656932079,6,1,tier1
1310,budget,244.25988756204683,5,1,tier1
1311,premium,768.0126071421016,11,0,tier1
1312,budget,238.5473221683942,3,1,tier1
1313,budget,199.90215716520856,2,1,tier1
1314,mid,415.90189202761826,8,1,tier1
1315,mid,414.0467842868712,6,0,tier1
