order_id,user_id,cart_value,cart_size,hour_bucket,weekend_flag
1845,2682,383.36,1,dinner,1
1846,333,539.15,2,dinner,1
1847,1319,517.57,2,dinner,0
1848,417,536.58,3,late,1
1849,1568,588.23,1,lunch,0
1850,52,381.89,3,dinner,0
1851,213,392.4,3,dinner,0
1852,1155,451.83,3,dinner,0
1853,1471,387.68,3,lunch,0
1854,1555,478.51,2,dinner,1
1855,1414,418.22,2,lunch,1
1856,1390,412.71,1,lunch,0
1857,1485,516.38,3,dinner,0
1858,1362,427.12,1,lunch,1
1859,319,316.42,1,late,0
1860,1218,468.01,1,dinner,1
1861,997,716.59,1,dinner,1
1862,1426,673.62,2,lunch,0
1863,2447,400.47,1,lunch,1
1864,1726,405.59,1,lunch,0
1865,2082,470.48,1,lunch,1
1866,2193,278.14,1,lunch,0
1867,1782,469.87,2,dinner,0
1868,360,372.59,1,dinner,1
1869,2083,421.84,3,dinner,1
1870,337,405.87,2,dinner,1
1871,880,352.78,1,lunch,0
1872,1357,411.48,2,dinner,0
1873,1230,336.93,1,late,0
1874,2404,437.77,3,lunch,0
1875,2303,462.75,2,dinner,1
1876,473,620.77,2,late,0
1877,517,351.32,3,dinner,1
1878,1197,526.11,1,dinner,0
1879,2777,471.25,2,dinner,0
1880,2755,402.98,3,dinner,0
1881,842,538.91,1,lunch,1
1882,1161,344.05,2,dinner,1
1883,1314,251.9,1,lunch,0
1884,857,479.46,1,lunch,0
1885,2941,261.52,1,lunch,0
1886,1016,543.35,1,lunch,1
1887,380,621.42,3,dinner,1
1888,2989,470.96,3,late,0
1889,2020,420.53,2,dinner,0
1890,790,332.17,2,dinner,0
1891,1515,487.24,1,dinner,0
1892,2874,306.41,2,lunch,0
1893,597,405.81,2,dinner,1
1894,2230,234.69,3,late,0
1895,2118,286.75,2,dinner,0
1896,1526,295.85,1,dinner,0
1897,180,578.11,1,lunch,0
1898,1260,525.32,2,dinner,0
1899,1378,490.62,1,lunch,0
1900,2946,449.78,2,dinner,1
1901,1582,477.16,2,dinner,1
1902,1621,323.55,1,dinner,1
1903,2730,694.57,1,dinner,0
1904,667,330.25,1,late,1
1905,1329,373.78,1,late,1
1906,534,545.5,2,dinner,1
1907,1944,281.85,1,dinner,0
1908,2916,302.48,2,lunch,0
1909,43,551.99,3,late,1
1910,570,404.86,1,lunch,0
1911,1165,375.75,1,dinner,0
1912,1769,446.64,3,lunch,0
1913,2487,477.87,3,dinner,0
1914,1534,478.16,2,dinner,0
1915,1642,317.93,3,dinner,0
1916,1099,410.55,1,lunch,1
1917,2179,535.3,2,dinner,1
1918,30,330.19,1,late,1
1919,215,401.77,2,dinner,1
1920,2277,237.56,1,dinner,1
1921,2908,534.54,1,lunch,0
1922,2732,642.06,1,dinner,0
1923,1578,451.72,1,dinner,0
1924,2033,499.35,1,dinner,0
1925,1000,590.22,1,lunch,1
1926,53,406.71,1,dinner,0
1927,2420,556.6,2,dinner,0
1928,2581,512.5,1,late,0
1929,608,625.4,3,lunch,0
1930,482,652.52,1,late,1
1931,1340,366.14,1,lunch,0
1932,2627,392.34,1,dinner,1
1933,1222,364.88,1,lunch,0
1934,2707,433.89,1,dinner,1
1935,222,470.68,3,dinner,0
1936,1085,464.56,1,late,0
1937,1484,518.56,3,late,1
1938,2018,641.75,3,lunch,1
1939,1328,568.44,1,dinner,0
1940,2029,638.2,1,lunch,1
1941,2014,498.79,1,lunch,0
1942,23,371.19,1,dinner,0
1943,356,521.31,2,dinner,0
1944,269,421.09,3,late,1
1945,2378,406.13,2,dinner,0
1946,87,373.02,2,late,1
1947,193,611.02,3,lunch,0
1948,316,485.4,2,lunch,0
1949,184,525.59,2,dinner,0
1950,858,488.93,2,late,1
1951,2532,459.22,3,lunch,0
1952,286,415.0,1,dinner,0
1953,971,336.22,1,lunch,0
1954,2110,346.91,3,dinner,0
1955,1072,499.48,1,dinner,0
1956,612,255.06,2,late,0
1957,591,486.15,1,lunch,0
1958,1302,483.95,1,late,0
1959,2450,424.28,2,lunch,0
1960,803,534.19,1,dinner,0
1961,819,365.1,2,lunch,1
1962,1970,433.58,1,dinner,1
1963,2270,317.55,1,dinner,1
1964,517,503.74,2,dinner,0
1965,1255,572.32,3,dinner,0
1966,2949,625.11,1,dinner,1
1967,1821,420.77,1,dinner,0
1968,1862,500.01,2,late,0
1969,592,351.41,1,lunch,0
1970,1356,466.0,2,lunch,1
1971,1516,638.41,1,dinner,0
1972,2808,603.17,2,dinner,0
1973,577,502.64,2,dinner,1
1974,2630,475.73,3,dinner,0
1975,1401,317.51,1,dinner,0
1976,2139,331.79,2,lunch,0
1977,2649,354.73,3,dinner,0
1978,1518,343.21,1,dinner,1
1979,2712,373.51,3,late,0
1980,1420,573.68,2,late,1
1981,1603,352.74,2,dinner,0
1982,1387,465.05,3,dinner,1
1983,2855,465.19,2,dinner,0
1984,1219,352.62,2,dinner,1
1985,887,661.94,3,dinner,0
1986,450,468.27,2,dinner,0
1987,998,234.06,2,dinner,0
1988,1139,558.28,3,dinner,0
1989,590,428.72,1,late,0
1990,2119,388.78,1,lunch,0
1991,2192,334.06,2,lunch,0
1992,2154,445.86,3,lunch,0
1993,571,521.49,1,late,0
1994,2568,486.87,1,lunch,0
1995,1637,487.58,2,dinner,0
1996,1134,342.34,2,lunch,0
1997,672,313.11,2,dinner,0
1998,1800,437.91,1,dinner,0
1999,990,254.76,2,lunch,1
2000,522,334.04,3,lunch,0
2001,162,581.84,3,dinner,0
2002,803,388.7,1,dinner,0
2003,412,583.83,1,lunch,0
2004,158,295.61,3,dinner,0
2005,2672,293.47,1,dinner,0
2006,768,576.18,2,lunch,1
2007,1474,335.86,3,late,1
2008,1252,537.7,2,dinner,1
2009,1605,228.8,2,lunch,0
2010,2039,299.36,1,lunch,0
2011,108,412.87,1,dinner,1
2012,371,415.25,1,lunch,1
2013,368,536.04,1,lunch,0
2014,1584,454.05,1,dinner,0
2015,2316,530.75,1,dinner,0
2016,1215,442.25,2,dinner,0
2017,2955,339.35,2,lunch,0
2018,2979,490.11,1,late,0
2019,2229,373.73,2,lunch,0
2020,2438,342.21,2,dinner,0
2021,38,631.58,1,dinner,0
2022,1853,416.87,2,dinner,0
2023,1810,336.89,2,dinner,0
2024,2382,314.29,1,dinner,0
2025,954,304.31,1,lunch,0
2026,690,417.31,1,dinner,0
2027,316,654.17,2,dinner,0
2028,1602,603.73,1,dinner,0
2029,1226,274.45,1,dinner,0
2030,993,487.21,1,dinner,0
2031,1546,233.51,2,dinner,0
2032,169,531.97,1,dinner,1
2033,2788,574.86,2,lunch,1
2034,1521,477.15,2,dinner,0
2035,82,533.33,2,lunch,1
2036,2351,293.53,2,dinner,0
2037,629,581.58,1,dinner,0
2038,2756,269.65,1,late,0
2039,346,329.34,2,dinner,1
2040,742,415.51,2,lunch,0
2041,2812,707.23,3,dinner,1
2042,1799,540.47,1,dinner,0
2043,2239,525.04,1,lunch,0
2044,1709,454.98,3,lunch,0
2045,1678,323.22,3,dinner,0
2046,2317,444.45,1,late,0
2047,429,411.68,3,dinner,0
2048,2036,609.48,1,dinner,0
2049,344,302.47,2,dinner,1
2050,2971,464.3,1,late,1
2051,845,567.22,1,lunch,0
2052,1439,256.11,2,dinner,0
2053,2197,523.67,2,dinner,0
2054,233,440.33,1,lunch,1
2055,2982,380.08,1,late,1
2056,2679,621.93,2,dinner,1
2057,548,500.97,1,dinner,0
2058,684,485.9,2,dinner,0
2059,877,260.81,1,lunch,0
2060,1262,344.78,1,dinner,0
2061,2714,272.28,2,dinner,0
2062,2956,503.17,2,dinner,0
2063,2897,276.74,3,dinner,0
2064,1005,412.03,2,lunch,0
2065,2188,485.63,2,lunch,1
2066,341,445.82,2,late,0
2067,2724,363.26,2,lunch,1
2068,2694,528.28,3,dinner,0
2069,1292,403.46,3,dinner,1
2070,1393,405.13,1,dinner,1
2071,1746,539.84,1,lunch,1
2072,698,546.27,2,dinner,1
2073,2888,370.9,1,dinner,1
2074,1426,460.25,2,late,0
2075,1303,349.41,1,lunch,0
2076,2877,632.16,2,lunch,0
2077,910,580.78,2,lunch,0
2078,1049,509.53,2,lunch,0
2079,2417,378.23,3,dinner,0
2080,493,362.02,1,lunch,0
2081,2973,458.36,1,dinner,0
2082,569,406.88,2,lunch,0
2083,2372,470.5,1,dinner,0
2084,2980,444.81,2,lunch,0
2085,1431,593.96,3,dinner,0
2086,883,431.19,2,lunch,0
2087,1404,500.17,3,lunch,0
2088,2816,323.45,2,lunch,0
2089,821,551.47,1,dinner,0
2090,85,485.7,2,lunch,0
2091,469,469.84,3,dinner,0
2092,2036,460.49,1,dinner,0
2093,1140,239.08,1,dinner,0
2094,2327,425.24,1,dinner,0
2095,348,357.35,3,dinner,1
2096,2263,646.23,2,lunch,1
2097,2763,484.54,1,lunch,0
2098,1983,452.47,2,lunch,0
2099,2843,616.31,2,late,0
2100,2788,587.22,1,dinner,0
2101,1402,562.43,2,lunch,1
2102,1147,519.72,2,lunch,0
2103,1987,382.79,2,dinner,0
2104,2439,510.79,2,lunch,0
2105,265,675.9,1,lunch,0
2106,2684,496.88,1,dinner,0
2107,1716,368.11,3,dinner,0
2108,608,359.43,3,lunch,0
2109,2963,394.37,1,dinner,0
2110,2205,461.18,3,lunch,0
2111,13,596.87,1,dinner,0
2112,2391,426.82,1,dinner,0
2113,998,491.19,2,lunch,0
2114,831,416.04,2,dinner,0
2115,568,447.83,3,dinner,0
2116,2652,519.26,1,lunch,0
2117,2055,370.53,1,late,0
2118,2331,557.77,2,lunch,1
2119,2625,532.0,2,dinner,0
2120,1346,600.95,2,dinner,0
2121,1195,638.12,3,dinner,1
2122,2193,599.72,3,late,0
2123,2157,478.54,1,lunch,1
2124,2799,362.93,2,dinner,0
2125,2937,397.73,2,late,0
2126,917,349.69,3,lunch,0
2127,2260,405.87,2,late,0
2128,1335,517.0,1,lunch,0
2129,590,494.0,1,late,0
2130,110,367.29,3,lunch,0
2131,2010,351.62,3,lunch,0
2132,760,434.17,1,lunch,0
2133,972,298.7,1,dinner,1
2134,1758,431.88,2,lunch,0
2135,1686,427.85,2,dinner,1
2136,2484,371.99,2,dinner,0
2137,837,430.08,3,lunch,1
2138,2500,310.08,3,dinner,0
2139,596,332.18,1,dinner,1
2140,184,507.47,1,late,1
2141,1211,287.65,2,late,0
2142,2884,460.85,3,lunch,0
2143,1992,404.46,1,dinner,0
2144,642,594.85,3,dinner,1
2145,1095,497.73,1,dinner,1
2146,316,491.26,3,late,0
2147,1542,429.33,2,dinner,0
2148,1879,270.61,1,lunch,0
2149,1967,553.78,1,dinner,1
2150,2555,494.24,3,dinner,0
2151,587,520.66,2,late,0
2152,2491,345.84,1,lunch,1
2153,193,394.41,3,dinner,0
2154,2842,422.1,1,dinner,0
2155,638,439.6,2,dinner,1
2156,912,318.61,2,dinner,0
2157,189,442.89,2,dinner,0
2158,354,597.07,3,lunch,1
2159,1323,555.46,2,late,0
2160,2145,448.02,2,dinner,1
2161,2015,376.04,1,dinner,0
2162,2664,572.78,1,dinner,0
2163,2136,345.89,2,late,0
2164,1359,360.66,3,dinner,0
2165,1832,399.51,1,dinner,0
2166,585,420.84,1,lunch,1
2167,866,431.95,2,dinner,0
2168,305,277.44,2,dinner,0
2169,2159,560.22,2,lunch,0
2170,0,569.1,1,lunch,1
2171,1067,586.24,3,dinner,0
2172,370,397.76,1,dinner,0
2173,513,486.4,1,dinner,0
2174,2118,602.12,1,dinner,1
2175,643,443.04,2,dinner,0
2176,810,327.83,1,dinner,0
2177,2578,385.0,2,dinner,0
2178,2313,351.77,2,lunch,0
2179,22,370.14,2,lunch,0
2180,2112,407.7,3,lunch,0
2181,0,532.69,3,dinner,1
2182,1865,461.75,1,lunch,1
2183,2688,471.2,3,late,0
2184,2279,499.84,1,dinner,0
2185,1165,625.23,2,dinner,0
2186,2355,472.94,3,lunch,0
2187,2855,405.56,2,lunch,0
2188,2476,586.68,3,dinner,1
2189,574,619.14,1,lunch,0
2190,1053,232.5,2,dinner,0
2191,2061,541.8,2,late,0
2192,792,451.62,1,dinner,0
2193,2811,492.5,2,lunch,0
2194,2600,557.44,1,dinner,1
2195,1502,536.77,1,dinner,1
2196,2969,391.39,2,dinner,0
2197,392,365.17,1,dinner,0
2198,113,486.45,2,dinner,1
2199,2091,646.2,2,dinner,0
2200,1710,629.3,1,dinner,0
2201,1643,413.11,1,dinner,0
2202,456,425.39,2,late,0
2203,1355,530.92,2,lunch,1
2204,1263,254.09,1,dinner,0
2205,2183,499.07,3,lunch,0
2206,2558,461.23,2,dinner,0
2207,2968,663.66,2,late,0
2208,1908,501.19,2,dinner,0
2209,452,509.72,3,lunch,0
2210,2818,395.93,2,dinner,1
2211,502,554.59,3,late,1
2212,2539,232.62,2,lunch,0
2213,515,388.6,2,dinner,0
2214,2212,325.7,1,lunch,1
2215,183,467.91,2,dinner,0
2216,1293,514.67,2,lunch,1
2217,1562,305.61,2,lunch,0
2218,2915,373.68,2,dinner,0
2219,1931,318.1,2,dinner,1
2220,77,423.2,2,lunch,0
2221,1246,417.27,1,dinner,0
2222,2176,539.67,1,dinner,0
2223,2692,365.59,1,dinner,1
2224,112,518.62,1,dinner,1
2225,2548,503.55,1,dinner,1
2226,414,521.89,1,lunch,0
2227,2934,319.7,1,lunch,0
2228,432,577.26,2,lunch,0
2229,382,470.42,2,lunch,1
2230,911,610.63,3,lunch,0
2231,1904,457.67,1,dinner,1
2232,444,553.87,1,lunch,0
2233,2969,486.37,2,dinner,0
2234,1899,293.51,1,dinner,1
2235,444,652.98,1,dinner,1
2236,1359,327.98,1,lunch,0
2237,1112,410.16,1,dinner,1
2238,1679,460.25,2,late,0
2239,1265,229.99,2,dinner,0
2240,2913,458.43,3,lunch,0
2241,327,645.75,2,late,1
2242,450,277.51,1,dinner,0
2243,2213,622.58,1,lunch,0
2244,231,346.2,2,late,0
2245,66,512.59,1,lunch,0
2246,1550,480.14,3,dinner,0
2247,191,531.16,1,dinner,0
2248,1375,411.6,2,dinner,0
2249,1263,555.22,2,late,0
2250,753,398.23,2,lunch,0
2251,973,608.91,3,lunch,0
2252,2552,508.58,3,lunch,0
2253,375,659.14,1,dinner,0
2254,2102,630.21,2,dinner,0
2255,1753,604.27,3,lunch,1
2256,977,588.85,1,lunch,1
2257,2909,454.57,1,late,1
2258,2038,327.68,1,lunch,0
2259,2979,326.33,2,dinner,0
2260,2645,462.19,3,lunch,0
2261,575,692.67,3,lunch,0
2262,1028,328.95,1,dinner,0
2263,1745,393.88,1,late,1
2264,2037,290.42,1,dinner,0
2265,2522,494.73,1,dinner,0
2266,2498,328.42,1,late,0
2267,503,393.39,1,dinner,0
2268,2233,371.42,3,lunch,0
2269,1946,442.69,1,lunch,0
2270,1522,261.76,2,lunch,0
2271,1422,411.66,1,dinner,1
2272,1648,629.07,1,dinner,1
2273,2774,327.65,1,lunch,0
2274,2393,376.86,3,late,0
2275,1111,494.65,2,dinner,0
2276,1343,476.81,1,dinner,0
2277,799,520.92,3,lunch,1
2278,2188,444.67,2,dinner,0
2279,61,430.76,3,dinner,0
2280,1232,409.4,1,dinner,0
2281,860,591.96,2,lunch,0
2282,1819,483.19,1,lunch,0
2283,371,284.55,3,dinner,0
2284,2761,541.52,1,dinner,0
2285,828,448.24,1,dinner,0
2286,1632,362.29,3,dinner,0
2287,1995,575.67,2,dinner,1
2288,2132,597.96,1,dinner,0
2289,1385,410.32,2,lunch,0
2290,2712,389.27,1,lunch,1
2291,1860,630.15,1,dinner,1
2292,2125,407.7,3,dinner,0
2293,2962,340.86,2,lunch,0
2294,748,483.65,1,lunch,0
2295,2389,448.07,3,late,0
2296,1786,295.82,1,dinner,0
2297,2796,394.47,2,dinner,0
2298,507,518.17,1,lunch,0
2299,787,450.18,3,lunch,0
2300,1102,341.59,1,dinner,0
2301,1696,331.92,3,dinner,0
2302,419,647.18,1,lunch,0
2303,1305,536.57,2,late,0
2304,2414,483.51,2,lunch,0
2305,479,352.33,2,dinner,0
2306,1823,532.19,1,late,0
2307,1642,485.1,1,lunch,0
2308,79,398.77,2,dinner,1
2309,888,353.14,2,dinner,0
2310,1399,501.8,1,late,0
2311,1782,373.47,2,late,0
2312,1977,674.77,2,lunch,0
2313,2577,348.71,2,dinner,0
2314,1506,373.03,2,dinner,0
2315,2995,494.49,1,lunch,1
2316,519,462.57,2,dinner,0
2317,885,574.43,2,lunch,1
2318,2252,636.51,3,lunch,1
2319,2619,418.03,2,lunch,0
2320,981,442.39,1,lunch,0
2321,308,472.35,2,lunch,0
2322,1090,389.3,1,lunch,0
2323,1440,314.31,3,dinner,1
2324,198,605.08,2,dinner,1
2325,1656,352.42,1,lunch,1
2326,340,611.13,2,dinner,1
2327,2014,609.59,3,late,0
2328,303,575.02,1,lunch,1
2329,195,663.33,3,lunch,0
2330,727,452.91,3,dinner,1
2331,2728,378.89,3,lunch,0
2332,575,280.1,3,dinner,0
2333,2841,464.01,2,dinner,0
2334,2533,501.34,2,lunch,1
2335,1540,547.42,3,late,0
2336,2695,263.09,1,late,1
2337,2322,336.81,1,lunch,1
2338,523,627.02,3,dinner,0
2339,549,329.9,1,dinner,0
2340,2710,623.88,1,dinner,0
2341,1179,440.12,3,dinner,1
2342,2232,680.98,2,dinner,1
2343,706,513.96,1,lunch,0
2344,2594,443.27,1,dinner,0
2345,735,460.06,2,lunch,1
2346,146,243.51,2,dinner,0
2347,2255,503.55,3,late,1
2348,616,393.28,1,lunch,0
2349,1066,351.02,1,dinner,0
2350,1543,383.24,3,lunch,1
2351,1826,287.77,2,lunch,0
2352,84,486.02,1,dinner,0
2353,268,412.74,1,lunch,1
2354,1728,364.9,2,dinner,0
2355,138,332.65,1,dinner,0
2356,564,542.68,2,lunch,0
2357,684,589.34,1,late,0
2358,172,446.44,1,dinner,1
2359,2752,557.61,2,dinner,0
2360,2813,547.57,1,dinner,0
2361,1455,425.86,1,dinner,0
2362,2353,598.7,2,dinner,0
2363,1108,351.2,2,dinner,0
2364,130,561.04,2,dinner,0
2365,1114,548.67,3,dinner,1
2366,2339,563.8,2,lunch,0
2367,2594,485.25,1,dinner,0
2368,2730,449.57,1,dinner,0
2369,1423,285.35,1,lunch,0
2370,1134,546.27,3,dinner,0
2371,2630,354.67,1,dinner,0
2372,2530,461.55,2,dinner,0
2373,2412,278.45,1,dinner,0
2374,2331,491.07,1,lunch,0
2375,2321,640.04,2,dinner,1
2376,1950,379.56,1,lunch,0
2377,1622,544.48,3,lunch,0
2378,1018,495.07,3,lunch,0
2379,672,507.7,3,lunch,0
2380,124,322.29,2,dinner,1
2381,1074,645.91,1,dinner,1
2382,136,373.82,2,lunch,0
2383,747,345.13,2,late,0
2384,19,451.59,2,lunch,0
2385,1281,386.07,1,lunch,1
2386,1901,320.11,2,dinner,0
2387,2386,448.02,2,lunch,0
2388,14,347.57,3,late,0
2389,1155,328.32,1,dinner,1
2390,2407,433.68,2,lunch,1
2391,1870,396.06,1,dinner,1
2392,2680,456.97,1,lunch,0
2393,1229,276.27,1,dinner,0
2394,137,421.14,1,dinner,0
2395,1713,550.55,1,lunch,1
2396,1143,432.69,3,lunch,0
2397,1485,748.96,2,dinner,1
2398,671,344.82,1,lunch,0
2399,656,387.94,1,lunch,0
2400,1545,347.45,2,dinner,0
2401,2644,250.77,1,late,0
2402,1505,553.51,1,dinner,1
2403,1695,323.83,1,dinner,0
2404,1441,491.78,2,lunch,1
2405,2453,581.07,1,late,0
2406,2029,543.17,2,lunch,0
2407,1992,411.88,1,dinner,1
2408,966,489.54,1,lunch,1
2409,2928,584.98,2,dinner,1
2410,1740,409.1,2,dinner,0
2411,1441,346.53,1,dinner,0
2412,1352,514.35,1,dinner,0
2413,2975,564.28,3,dinner,0
2414,298,555.77,1,dinner,1
2415,2392,379.47,1,dinner,0
2416,165,464.9,2,lunch,0
2417,691,494.58,1,dinner,1
2418,2845,489.23,1,lunch,0
2419,1167,579.07,2,lunch,1
2420,534,492.65,2,lunch,1
2421,2433,550.62,1,dinner,0
2422,1452,349.31,1,dinner,0
2423,2929,497.49,2,dinner,1
2424,2217,514.19,2,late,0
2425,1931,369.58,1,dinner,1
2426,2434,363.34,1,late,0
2427,2602,576.32,2,dinner,1
2428,146,589.82,1,late,1
2429,941,297.44,3,late,0
2430,2881,553.07,2,dinner,1
2431,76,383.54,3,late,0
2432,448,507.75,2,dinner,0
2433,412,464.54,1,lunch,1
2434,1891,546.88,3,lunch,1
2435,1736,541.24,1,lunch,0
2436,1018,315.4,1,dinner,0
2437,1708,276.43,1,dinner,0
2438,2283,319.21,2,dinner,0
2439,1896,323.65,3,lunch,0
2440,1934,395.31,1,dinner,0
2441,822,353.03,2,lunch,1
2442,2714,510.94,3,late,1
2443,918,324.98,2,dinner,0
2444,2677,496.54,1,dinner,0
2445,1285,239.09,2,dinner,0
2446,1090,390.32,2,dinner,0
2447,946,277.95,2,dinner,0
2448,1530,301.21,2,lunch,1
2449,2108,317.44,3,dinner,0
2450,2088,372.28,2,dinner,0
2451,566,284.84,3,late,0
2452,495,466.99,1,lunch,0
2453,2390,451.25,1,lunch,0
2454,2423,401.28,1,lunch,0
2455,465,402.45,3,dinner,0
2456,2282,416.65,1,dinner,0
2457,1748,398.45,1,lunch,0
2458,781,461.44,3,late,0
2459,974,474.21,1,dinner,0
2460,1973,329.55,1,late,1
2461,2206,546.08,1,lunch,0
2462,1076,350.07,1,late,0
2463,256,361.03,2,dinner,0
2464,2995,346.77,3,late,1
2465,1235,665.86,2,lunch,1
2466,883,571.57,1,lunch,0
2467,2874,524.77,2,late,0
2468,1144,459.77,3,dinner,0
2469,1709,599.41,2,lunch,1
2470,1230,499.47,1,late,1
2471,2427,405.69,2,lunch,0
2472,1784,728.84,1,dinner,1
2473,692,354.53,1,lunch,1
2474,2475,529.04,3,lunch,1
2475,1671,518.32,2,dinner,0
2476,1391,395.29,3,lunch,0
2477,463,498.81,1,dinner,0
2478,1885,321.31,2,lunch,1
2479,1477,376.11,1,late,0
2480,2950,366.46,1,lunch,0
2481,2602,738.76,2,dinner,1
2482,1435,414.06,2,dinner,0
2483,2526,252.02,1,dinner,0
2484,1286,499.99,3,dinner,0
2485,1909,490.74,1,late,0
2486,1237,540.11,2,dinner,1
2487,2246,493.85,2,lunch,0
2488,2498,542.57,3,dinner,1
2489,2199,555.01,3,lunch,1
2490,1510,559.73,2,dinner,0
2491,2155,602.05,2,dinner,0
2492,2765,528.75,1,dinner,0
2493,2230,494.96,2,lunch,0
2494,1952,386.12,3,lunch,1
2495,2962,309.19,2,lunch,0
2496,906,502.12,2,lunch,0
2497,983,560.77,1,dinner,1
2498,1858,449.36,2,dinner,0
2499,614,260.11,2,lunch,0
2500,920,543.05,1,late,0
2501,445,363.66,2,dinner,1
2502,2416,255.96,1,dinner,0
2503,1179,332.06,2,dinner,0
2504,530,484.76,2,lunch,0
2505,931,499.35,1,dinner,0
2506,986,330.19,1,lunch,0
2507,1622,338.89,3,dinner,1
2508,2942,576.65,1,late,0
2509,1790,337.16,1,dinner,0
2510,471,628.4,2,dinner,1
2511,2683,654.99,1,lunch,0
2512,2278,484.24,2,dinner,1
2513,2042,484.76,2,late,0
2514,1457,425.04,1,lunch,0
2515,913,311.56,2,late,1
2516,1158,299.73,2,lunch,1
2517,1313,420.48,2,lunch,1
2518,956,500.01,1,dinner,0
2519,880,347.32,2,late,0
2520,1376,309.67,2,dinner,0
2521,1269,353.06,3,dinner,0
2522,1921,530.57,3,dinner,0
2523,2325,446.57,1,dinner,0
2524,1709,533.65,1,dinner,0
2525,1782,348.11,2,late,0
2526,2197,358.18,1,dinner,0
2527,2300,445.33,2,lunch,0
2528,1656,603.67,3,lunch,0
2529,2644,520.5,2,lunch,0
2530,1655,331.53,3,lunch,1
2531,2927,472.32,2,lunch,1
2532,32,326.19,3,dinner,0
2533,473,443.96,2,dinner,0
2534,1847,290.92,1,dinner,0
2535,2765,444.41,2,lunch,0
2536,25,537.24,3,dinner,0
2537,1143,430.9,1,lunch,1
2538,486,495.25,1,late,0
2539,525,527.69,2,lunch,0
2540,56,606.15,1,dinner,1
2541,1952,489.65,1,lunch,0
2542,2730,619.21,1,late,0
2543,2770,575.35,1,lunch,0
2544,360,471.28,2,dinner,0
2545,2922,334.78,1,late,0
2546,2870,486.64,3,lunch,0
2547,980,457.49,2,late,0
2548,2963,378.56,1,dinner,1
2549,2492,261.89,1,lunch,1
2550,1758,290.43,3,lunch,0
2551,1831,609.54,2,dinner,1
2552,510,343.43,1,dinner,1
2553,230,291.23,3,late,0
2554,1158,592.8,3,dinner,0
2555,1890,318.43,1,dinner,1
2556,1733,623.68,3,late,0
2557,1552,454.17,2,dinner,0
2558,2546,487.29,1,lunch,0
2559,30,366.36,2,dinner,1
2560,67,432.38,2,lunch,1
2561,46,337.0,3,dinner,0
2562,678,548.58,1,dinner,0
2563,1592,578.34,2,dinner,1
2564,435,348.68,2,dinner,0
2565,503,330.54,2,lunch,1
2566,1979,564.71,3,dinner,0
2567,1433,584.09,3,dinner,0
2568,1431,263.67,2,late,0
2569,1846,375.05,2,late,0
2570,969,366.09,2,lunch,0
2571,2188,394.01,1,lunch,0
2572,838,455.13,1,lunch,0
2573,790,458.17,1,dinner,1
2574,2363,535.28,1,lunch,0
2575,2056,501.25,1,lunch,1
2576,636,377.97,1,lunch,0
2577,644,553.91,1,lunch,0
2578,1353,604.04,3,dinner,1
2579,1303,406.34,1,lunch,0
2580,273,262.32,3,lunch,0
2581,694,415.42,3,dinner,0
2582,1793,343.76,2,dinner,0
2583,1677,543.42,1,dinner,0
2584,468,400.89,2,lunch,1
2585,361,456.77,1,late,0
2586,191,480.77,3,late,0
2587,2364,496.79,1,dinner,0
2588,1211,601.87,1,dinner,0
2589,2444,274.34,1,late,0
2590,2623,436.01,1,lunch,0
2591,1876,569.98,1,dinner,0
2592,908,559.13,1,late,0
2593,144,462.82,1,dinner,0
2594,1464,635.79,2,dinner,0
2595,2784,394.17,1,lunch,0
2596,663,405.38,2,lunch,0
2597,2310,572.14,2,dinner,1
2598,2784,544.18,1,dinner,0
2599,2661,449.97,1,lunch,1
2600,1476,357.84,1,lunch,1
2601,274,342.5,1,dinner,0
2602,1246,481.4,2,dinner,0
2603,1920,414.28,1,dinner,1
2604,809,420.38,3,dinner,0
2605,2953,266.05,1,lunch,0
2606,935,418.37,3,dinner,0
2607,2560,429.26,2,lunch,1
2608,359,275.18,2,late,0
2609,582,214.82,2,lunch,0
2610,1073,618.28,3,late,0
2611,277,468.16,1,lunch,0
2612,2305,508.49,1,dinner,0
2613,1703,408.78,1,lunch,0
2614,975,456.1,3,lunch,1
2615,2586,351.03,2,dinner,0
2616,182,412.31,2,dinner,0
2617,826,338.21,1,lunch,0
2618,1245,469.92,3,dinner,0
2619,2795,716.67,2,dinner,1
2620,775,395.57,2,dinner,0
2621,835,410.66,3,lunch,0
2622,417,459.36,3,lunch,0
2623,1959,381.02,2,lunch,0
2624,778,346.25,3,lunch,0
2625,314,345.94,1,dinner,0
2626,1433,382.75,1,dinner,1
2627,277,365.47,1,dinner,1
2628,2485,443.51,1,late,1
2629,28,374.77,1,dinner,1
2630,2962,625.12,1,dinner,0
2631,1704,452.32,1,dinner,0
2632,2756,495.8,2,late,0
2633,1034,519.69,3,dinner,0
2634,2130,549.99,2,lunch,0
2635,2459,579.22,2,lunch,0
2636,2305,542.39,2,dinner,0
2637,1334,331.66,1,late,0
2638,2171,328.19,2,lunch,0
2639,2135,362.11,3,dinner,0
2640,2790,430.99,1,lunch,1
2641,1380,562.47,1,late,1
2642,2111,490.54,2,dinner,0
2643,817,453.46,1,lunch,0
2644,65,445.64,2,dinner,0
2645,122,580.25,3,lunch,0
2646,2959,347.45,3,dinner,0
2647,1587,351.53,2,lunch,0
